Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1984,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,24,81,2961,19.2,0.53,0.01,0.35,9.7,12.9,11.2,7.3,2.0,1.8,11.5,27.1,3.4,3.6,7.0,0.11,2.2,-0.7,1.6,2.7
1984,1,2513,ATL,Atlanta Hawks,Dan Roundfield,30,73,2610,18.9,0.55,0.01,0.47,8.9,22.9,15.8,11.4,1.2,1.7,14.1,24.1,3.5,3.6,7.1,0.13,1.8,-0.1,1.7,2.4
1984,1,2501,ATL,Atlanta Hawks,Tree Rollins,28,77,2351,14.2,0.54,0.0,0.36,9.6,19.4,14.4,3.8,0.7,7.0,14.2,13.1,1.8,3.8,5.5,0.11,-1.3,2.3,1.0,1.8
1984,1,690,ATL,Atlanta Hawks,Johnny Davis,28,75,2079,14.3,0.51,0.01,0.32,2.9,4.8,3.8,24.4,1.5,0.2,12.8,21.7,1.9,1.4,3.3,0.08,0.4,-1.3,-0.9,0.6
1984,1,2455,ATL,Atlanta Hawks,Doc Rivers,22,81,1938,14.9,0.55,0.02,0.6,4.2,8.9,6.5,23.7,3.3,0.9,20.3,19.1,1.6,2.6,4.2,0.1,-0.8,1.8,1.1,1.5
1984,1,1484,ATL,Atlanta Hawks,Eddie Johnson,28,67,1893,14.2,0.5,0.05,0.27,1.8,7.0,4.4,31.5,1.5,0.2,16.2,24.3,0.3,1.4,1.7,0.04,0.3,-1.7,-1.4,0.3
1984,1,1045,ATL,Atlanta Hawks,Mike Glenn,28,81,1503,15.5,0.58,0.0,0.13,1.3,6.7,4.0,18.8,1.5,0.2,9.7,18.6,2.8,1.1,3.9,0.12,0.6,0.0,0.6,1.0
1984,1,1224,ATL,Atlanta Hawks,Scott Hastings,23,68,1135,10.3,0.54,0.02,0.44,9.5,17.8,13.6,5.7,1.8,1.9,18.9,13.3,0.5,1.6,2.1,0.09,-3.3,1.0,-2.3,-0.1
1984,1,3214,ATL,Atlanta Hawks,Randy Wittman,24,78,1071,9.3,0.52,0.02,0.14,1.5,6.2,3.8,10.0,0.8,0.0,8.6,14.9,0.6,0.6,1.2,0.05,-2.0,-0.9,-3.0,-0.3
1984,1,396,ATL,Atlanta Hawks,Rickey Brown,25,68,785,9.0,0.51,0.0,0.32,9.6,16.8,13.2,5.3,1.2,1.7,18.8,15.5,0.0,0.9,0.9,0.06,-4.4,0.0,-4.4,-0.5
1984,1,2262,ATL,Atlanta Hawks,Billy Paultz,35,40,486,6.6,0.43,0.0,0.38,8.1,18.6,13.3,5.0,0.8,0.9,17.7,11.1,-0.3,0.5,0.3,0.03,-3.5,-0.4,-3.9,-0.2
1984,1,1688,ATL,Atlanta Hawks,Mark Landsberger,28,35,335,8.1,0.42,0.0,0.51,14.1,26.7,20.3,3.9,0.9,0.5,25.2,10.8,-0.2,0.5,0.3,0.04,-2.7,-1.1,-3.8,-0.2
1984,1,3180,ATL,Atlanta Hawks,Sly Williams,26,13,258,9.3,0.39,0.08,0.4,8.3,13.9,11.1,9.1,2.7,0.2,11.8,25.5,-0.5,0.3,-0.1,-0.02,-4.1,-0.8,-4.9,-0.2
1984,1,1287,ATL,Atlanta Hawks,Armond Hill,30,15,181,6.5,0.41,0.0,0.46,1.2,5.1,3.2,26.3,1.9,0.0,20.2,16.5,-0.2,0.1,0.0,-0.01,-4.5,-0.4,-5.0,-0.2
1984,1,631,ATL,Atlanta Hawks,Charlie Criss,35,9,108,11.0,0.48,0.0,0.23,3.1,8.6,5.8,26.6,1.4,0.0,19.9,12.1,0.0,0.1,0.1,0.06,-2.0,-0.1,-2.1,0.0
1984,1,1873,ATL,Atlanta Hawks,Wes Matthews,24,6,96,19.1,0.63,0.03,0.73,1.2,3.6,2.4,33.8,2.6,0.6,20.1,22.3,0.2,0.1,0.3,0.16,-0.7,0.3,-0.3,0.1
1984,1,2310,ATL,Atlanta Hawks,John Pinone,22,7,65,7.8,0.57,0.0,0.77,0.0,17.8,8.8,6.5,1.5,0.9,22.3,14.9,0.0,0.1,0.1,0.04,-4.1,0.3,-3.8,0.0
