Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1577,Chris Kaman,"April 28, 1982",18.0,10.0,16.6,2.57,5.0,0.51,0.0,0.0,0,2.57,5.0,0.51,0.51,0.6,0.73,0.82,1.37,3.53,4.9,0.73,0.33,0.27,1.83,2.57,5.73
