Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1998,24,PHO,Phoenix Suns,Antonio McDyess,23.0,81.0,2441.0,0.54,0.54,0.0,0.54,0.7,0.57,0.36,0.0,119.0,114.0,,112.0,95.0,109.0,108.0,1.0,107.7,102.7
1998,24,PHO,Phoenix Suns,Clifford Robinson,31.0,80.0,2359.0,0.48,0.5,0.32,0.49,0.69,0.54,0.4,0.09,106.0,105.0,93.0,103.0,93.0,103.0,122.0,59.0,29.3,29.9
1998,24,PHO,Phoenix Suns,Rex Chapman,30.0,68.0,2263.0,0.43,0.45,0.39,0.49,0.78,0.52,0.2,0.32,95.0,95.0,112.0,102.0,106.0,100.0,59.0,204.0,22.0,-5.2
1998,24,PHO,Phoenix Suns,Jason Kidd,24.0,82.0,3118.0,0.42,0.45,0.31,0.46,0.8,0.5,0.24,0.27,92.0,96.0,91.0,96.0,108.0,96.0,74.0,170.0,-34.3,-41.8
1998,24,PHO,Phoenix Suns,Danny Manning,31.0,70.0,1794.0,0.52,0.52,0.0,0.52,0.74,0.55,0.3,0.01,115.0,111.0,,108.0,100.0,106.0,91.0,6.0,57.2,51.2
1998,24,PHO,Phoenix Suns,Steve Nash,23.0,76.0,1664.0,0.46,0.48,0.42,0.53,0.86,0.56,0.15,0.33,102.0,102.0,120.0,111.0,117.0,106.0,45.0,209.0,58.6,39.8
1998,24,PHO,Phoenix Suns,Kevin Johnson,31.0,50.0,1290.0,0.45,0.47,0.15,0.45,0.87,0.56,0.54,0.08,99.0,100.0,45.0,95.0,118.0,106.0,163.0,47.0,-17.8,26.9
1998,24,PHO,Phoenix Suns,George McCloud,30.0,63.0,1213.0,0.4,0.47,0.34,0.49,0.76,0.51,0.12,0.49,90.0,99.0,99.0,102.0,104.0,97.0,36.0,305.0,8.7,-14.6
1998,24,PHO,Phoenix Suns,Cedric Ceballos,28.0,35.0,626.0,0.5,0.55,0.3,0.53,0.71,0.56,0.33,0.19,111.0,117.0,87.0,111.0,97.0,108.0,99.0,122.0,26.3,24.1
1998,24,PHO,Phoenix Suns,Mark Bryant,32.0,70.0,1110.0,0.48,0.49,0.0,0.48,0.77,0.55,0.42,0.0,108.0,103.0,,101.0,104.0,104.0,128.0,3.0,2.9,11.6
1998,24,PHO,Phoenix Suns,Hot Rod Williams,35.0,71.0,1333.0,0.47,0.47,,0.47,0.7,0.52,0.46,0.0,104.0,100.0,,98.0,95.0,100.0,140.0,,-3.1,0.6
1998,24,PHO,Phoenix Suns,Dennis Scott,29.0,29.0,493.0,0.44,0.43,0.45,0.53,0.67,0.54,0.07,0.43,97.0,91.0,130.0,112.0,90.0,103.0,22.0,267.0,18.1,5.8
1998,24,PHO,Phoenix Suns,Marko Milia,20.0,33.0,163.0,0.61,0.62,0.5,0.63,0.65,0.64,0.27,0.09,135.0,132.0,145.0,132.0,88.0,123.0,81.0,59.0,19.8,17.1
1998,24,PHO,Phoenix Suns,Brooks Thompson,27.0,13.0,46.0,0.37,0.46,0.31,0.46,0.33,0.46,0.11,0.59,82.0,97.0,90.0,97.0,45.0,88.0,34.0,372.0,-0.8,-3.7
1998,24,PHO,Phoenix Suns,Horacio Llamas,24.0,8.0,42.0,0.38,0.39,0.33,0.4,0.7,0.47,0.48,0.14,85.0,83.0,96.0,85.0,95.0,90.0,144.0,90.0,-3.1,-2.6
1998,24,PHO,Phoenix Suns,Team,,,,0.47,0.49,0.35,0.5,0.75,0.54,0.3,0.17,104.0,104.0,102.0,104.0,102.0,103.0,90.0,108.0,248.0,215.7
1998,24,PHO,Phoenix Suns,League Average,,,,0.45,0.47,0.35,0.48,0.74,0.52,0.33,0.16,,,,,,,,,,
