Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,24.0,DEN,NBA,PG,68.0,53.0,2042.0,8.1,20.7,0.392,0.6,2.1,0.259,7.6,18.6,0.407,3.9,4.8,0.814,2.0,5.9,7.9,8.3,2.8,0.3,4.8,4.2,20.7,,92.0,111.0
1999,25.0,MIN,NBA,PG,50.0,12.0,941.0,7.9,19.5,0.405,0.6,1.5,0.37,7.3,18.0,0.408,3.4,4.4,0.772,2.4,5.2,7.6,9.4,2.2,0.2,4.2,4.2,19.8,,96.0,103.0
2001,27.0,SAC,NBA,PG,79.0,7.0,1648.0,7.1,16.2,0.439,1.2,3.2,0.375,5.9,13.0,0.455,2.0,2.7,0.739,2.3,5.3,7.6,5.0,2.7,0.2,3.2,4.3,17.5,,99.0,100.0
2002,28.0,SAC,NBA,PG,81.0,3.0,1750.0,9.6,21.6,0.443,2.3,6.3,0.361,7.3,15.4,0.477,4.3,5.3,0.81,2.4,4.9,7.2,4.7,2.1,0.3,2.7,4.2,25.7,,109.0,103.0
2003,29.0,SAC,NBA,PG,59.0,26.0,1676.0,10.2,22.0,0.464,2.7,7.1,0.379,7.5,14.9,0.505,3.8,4.5,0.846,1.7,4.9,6.6,5.5,2.1,0.1,3.2,3.8,26.9,,109.0,101.0
2004,30.0,SAC,NBA,SG,50.0,0.0,1185.0,11.5,25.8,0.444,3.5,9.6,0.37,7.9,16.3,0.488,3.6,4.8,0.752,2.4,5.2,7.6,4.6,2.1,0.3,2.8,4.6,30.1,,107.0,106.0
2005,31.0,SAC,NBA,SG,25.0,0.0,536.0,10.5,24.5,0.427,3.2,9.2,0.344,7.3,15.3,0.478,4.8,5.6,0.862,2.2,6.0,8.2,5.7,1.3,0.2,2.7,5.6,29.0,,111.0,110.0
2006,32.0,MEM,NBA,PG,71.0,15.0,1775.0,9.0,23.4,0.382,4.0,10.4,0.389,4.9,13.0,0.377,3.4,4.6,0.733,1.4,5.6,7.0,6.1,1.9,0.0,3.2,4.9,25.3,,102.0,103.0
2007,33.0,NOK,NBA,SG,56.0,2.0,1330.0,8.2,20.7,0.394,2.2,6.6,0.327,6.0,14.1,0.425,5.2,6.7,0.774,1.7,5.4,7.1,5.6,2.0,0.2,3.1,3.9,23.7,,104.0,107.0
2008,34.0,TOT,NBA,"PG,SG",72.0,5.0,1389.0,7.8,19.4,0.403,3.1,8.7,0.358,4.7,10.7,0.439,2.5,3.1,0.79,1.3,5.7,6.9,5.3,1.7,0.2,2.3,3.7,21.2,,107.0,106.0
2008,34.0,NOH,NBA,SG,46.0,0.0,891.0,7.0,17.7,0.392,3.2,8.6,0.368,3.8,9.1,0.414,2.4,2.9,0.816,1.4,5.2,6.6,4.6,1.9,0.2,1.9,3.5,19.5,,108.0,107.0
2008,34.0,HOU,NBA,PG,26.0,5.0,498.0,9.4,22.4,0.419,3.0,8.7,0.341,6.4,13.7,0.469,2.6,3.4,0.75,1.1,6.5,7.6,6.7,1.4,0.2,3.0,3.9,24.3,,105.0,104.0
2009,35.0,SAC,NBA,PG,71.0,10.0,1484.0,6.6,16.6,0.398,2.1,6.8,0.305,4.6,9.9,0.462,3.0,3.5,0.851,1.4,5.4,6.9,4.9,2.1,0.1,2.3,3.4,18.3,,104.0,115.0
