Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1986,23,PHI,Philadelphia 76Ers,Maurice Cheeks,29,12,12,519,8.8,17.1,0.52,0.0,0.7,0.0,8.8,16.5,0.54,5.8,6.9,0.85,1.2,4.0,5.3,8.0,1.2,0.3,3.0,1.7,23.5,,121,112
1986,23,PHI,Philadelphia 76Ers,Charles Barkley,22,12,12,497,10.2,17.7,0.58,0.1,1.5,0.07,10.1,16.2,0.62,8.9,12.9,0.7,5.9,12.7,18.6,6.6,2.7,1.5,6.4,5.1,29.5,,114,102
1986,23,PHI,Philadelphia 76Ers,Julius Erving,35,12,12,433,9.1,20.3,0.45,0.2,1.2,0.18,8.9,19.1,0.47,5.4,7.3,0.74,2.9,5.0,7.9,5.6,1.2,1.8,4.4,3.6,23.9,,104,110
1986,23,PHI,Philadelphia 76Ers,Bobby Jones,34,12,5,329,5.8,11.0,0.53,0.0,0.1,0.0,5.8,10.8,0.53,5.6,7.4,0.76,1.3,3.4,4.8,5.0,1.5,2.1,2.2,5.8,17.2,,123,110
1986,23,PHI,Philadelphia 76Ers,Sedale Threatt,24,12,0,312,10.5,22.4,0.47,0.0,0.3,0.0,10.5,22.1,0.48,4.1,5.2,0.79,0.9,3.0,3.9,6.6,3.6,0.3,2.3,5.5,25.0,,112,108
1986,23,PHI,Philadelphia 76Ers,Clemon Johnson,29,12,2,303,4.7,8.5,0.55,0.0,0.0,,4.7,8.5,0.55,2.6,4.0,0.64,3.7,6.0,9.7,1.3,1.8,2.4,1.6,5.6,11.9,,118,107
1986,23,PHI,Philadelphia 76Ers,Terry Catledge,22,11,10,293,7.7,19.5,0.39,0.0,0.0,,7.7,19.5,0.39,3.7,6.3,0.58,6.2,6.3,12.5,0.8,1.0,1.3,2.3,5.7,19.0,,99,110
1986,23,PHI,Philadelphia 76Ers,Greg Stokes,22,7,7,90,4.3,15.2,0.29,0.0,0.0,,4.3,15.2,0.29,6.0,7.1,0.85,3.3,3.8,7.1,2.2,1.1,3.3,2.2,6.5,14.7,,96,109
1986,23,PHI,Philadelphia 76Ers,Bob McAdoo,34,5,0,73,13.4,24.1,0.56,0.0,0.0,,13.4,24.1,0.56,9.4,10.7,0.88,5.4,4.0,9.4,1.3,2.7,3.3,1.3,8.7,36.1,,136,106
1986,23,PHI,Philadelphia 76Ers,Perry Moss,27,7,0,28,3.5,14.0,0.25,0.0,1.7,0.0,3.5,12.2,0.29,1.7,1.7,1.0,0.0,5.2,5.2,3.5,0.0,1.7,7.0,10.5,8.7,,52,112
1986,23,PHI,Philadelphia 76Ers,Michael Young,25,3,0,3,16.3,65.1,0.25,0.0,0.0,,16.3,65.1,0.25,0.0,0.0,,16.3,0.0,16.3,0.0,0.0,0.0,0.0,0.0,32.6,,76,117
