Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,24.0,LAL,NBA,C,2.0,0.0,7.0,0.0,6.6,0.0,0.0,0.0,,0.0,6.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,,0.0,116.0
1986,25.0,MIL,NBA,C,12.0,0.0,43.0,5.5,13.1,0.417,0.0,0.0,,5.5,13.1,0.417,3.3,4.4,0.75,4.4,6.6,10.9,4.4,0.0,1.1,7.7,14.2,14.2,,80.0,105.0
