Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1989,23.0,WSB,NBA,PF,71.0,1193.0,10.6,0.477,0.003,0.146,6.6,8.4,7.5,9.0,1.4,1.4,6.3,14.9,,0.9,0.9,1.7,0.07,,-1.9,-0.1,-2.0,0.0
1990,24.0,WSB,NBA,PF,81.0,1846.0,12.0,0.502,0.013,0.228,8.0,12.0,10.0,9.4,1.4,1.3,11.4,16.5,,1.1,1.4,2.6,0.067,,-1.6,-0.5,-2.2,-0.1
1991,25.0,WSB,NBA,PF,77.0,2842.0,16.5,0.527,0.012,0.203,6.9,14.6,10.7,11.2,1.6,1.3,8.6,21.4,,3.7,3.0,6.7,0.112,,0.7,-0.1,0.7,1.9
1992,26.0,WSB,NBA,SF,64.0,2388.0,15.3,0.516,0.008,0.215,7.0,12.9,9.9,11.1,1.5,0.7,8.9,21.7,,2.3,2.0,4.3,0.087,,0.4,-0.8,-0.4,1.0
1993,27.0,WSB,NBA,SF,72.0,2667.0,16.1,0.523,0.009,0.261,5.5,12.0,8.7,12.3,1.3,1.0,6.6,21.9,,3.6,1.4,5.0,0.09,,0.9,-1.2,-0.3,1.1
1994,28.0,POR,NBA,SF,77.0,2112.0,12.3,0.48,0.009,0.169,5.4,13.0,9.0,7.4,1.6,1.5,6.3,17.1,,1.7,2.2,3.9,0.089,,-1.5,0.3,-1.2,0.4
1995,29.0,POR,NBA,PF,75.0,1771.0,13.2,0.498,0.042,0.235,6.3,12.1,9.1,7.1,1.6,2.2,8.3,17.8,,1.7,2.2,4.0,0.108,,-1.1,0.9,-0.2,0.8
1996,30.0,POR,NBA,PF,76.0,2394.0,10.4,0.487,0.099,0.162,5.6,11.6,8.6,7.3,1.3,1.3,10.1,14.8,,0.9,3.1,4.0,0.081,,-1.9,1.0,-0.9,0.6
1997,31.0,WSB,NBA,PF,78.0,1604.0,8.8,0.477,0.283,0.124,4.7,13.9,9.3,5.8,1.5,2.2,8.3,10.1,,0.8,1.9,2.7,0.081,,-2.3,1.4,-0.9,0.4
1998,32.0,WAS,NBA,SF,65.0,895.0,7.5,0.406,0.031,0.153,7.4,14.2,10.7,6.3,1.3,1.2,11.1,11.7,,-0.2,0.9,0.7,0.037,,-3.9,0.4,-3.6,-0.4
1999,33.0,PHI,NBA,PF,47.0,798.0,6.6,0.404,0.036,0.173,5.1,11.0,8.0,4.8,1.4,1.6,10.4,11.5,,-0.2,0.9,0.8,0.047,,-3.3,0.5,-2.8,-0.2
