PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Jack Sikma,28,82,82,36.5,7.0,14.1,0.499,0.0,0.0,0.0,7.0,14.1,0.5,0.499,5.0,5.9,0.856,2.7,8.4,11.1,4.0,1.2,1.1,2.9,3.7,19.1
Gus Williams,30,80,80,35.2,7.5,16.3,0.45799999999999996,0.1,0.3,0.16,7.4,16.0,0.46399999999999997,0.45899999999999996,3.7,5.0,0.75,0.8,1.7,2.6,8.4,2.4,0.3,2.9,1.9,18.7
Tom Chambers,24,82,44,31.3,6.8,13.5,0.499,0.0,0.1,0.0,6.8,13.4,0.505,0.499,4.6,5.7,0.8,2.7,3.8,6.5,1.6,0.6,0.6,2.3,3.8,18.1
Al Wood,25,81,81,27.6,5.8,11.7,0.494,0.0,0.3,0.14300000000000002,5.7,11.4,0.502,0.496,2.8,3.3,0.823,1.2,2.2,3.4,2.0,0.8,0.4,1.6,2.6,14.3
Danny Vranes,25,80,72,27.2,3.2,6.2,0.521,0.0,0.0,0.0,3.2,6.2,0.522,0.521,1.9,3.0,0.648,1.9,3.1,4.9,1.7,0.6,0.7,1.5,3.3,8.4
Reggie King,26,77,42,27.1,3.0,5.8,0.52,0.0,0.0,0.0,3.0,5.8,0.522,0.52,1.8,2.7,0.66,1.7,4.4,6.1,2.3,0.7,0.3,1.6,2.1,7.8
David Thompson,29,19,0,18.4,4.7,8.7,0.539,0.0,0.1,0.0,4.7,8.6,0.5429999999999999,0.539,3.3,3.8,0.8490000000000001,0.9,1.4,2.3,0.7,0.5,0.7,1.4,1.6,12.6
Jon Sundvold,22,73,2,17.6,3.0,6.7,0.445,0.1,0.5,0.243,2.8,6.2,0.461,0.45399999999999996,0.9,1.0,0.889,0.3,0.9,1.2,3.3,0.4,0.0,1.1,1.1,6.9
Fred Brown,35,71,1,15.9,3.6,7.1,0.51,0.1,0.5,0.265,3.5,6.6,0.528,0.519,1.1,1.2,0.895,0.2,0.7,0.9,2.7,0.7,0.0,1.0,1.2,8.5
Steve Hawes,33,79,0,14.6,1.4,3.0,0.48100000000000004,0.0,0.1,0.25,1.4,2.9,0.485,0.483,0.8,1.0,0.782,0.6,2.2,2.8,1.3,0.3,0.2,0.7,1.8,3.7
Scooter McCray,23,47,6,11.1,1.0,2.6,0.38799999999999996,0.0,0.0,,1.0,2.6,0.38799999999999996,0.38799999999999996,0.7,1.1,0.7,1.0,1.5,2.4,0.9,0.2,0.4,0.7,1.6,2.7
Clay Johnson,27,25,0,7.0,0.8,2.0,0.4,0.0,0.0,1.0,0.8,2.0,0.38799999999999996,0.41,0.6,0.9,0.636,0.2,0.2,0.5,0.6,0.3,0.1,0.5,1.0,2.2
Steve Hayes,28,43,0,5.9,0.6,1.2,0.52,0.0,0.0,,0.6,1.2,0.52,0.52,0.1,0.3,0.35700000000000004,0.4,1.0,1.4,0.3,0.1,0.4,0.3,1.2,1.3
Charles Bradley,24,8,0,4.9,0.4,0.9,0.429,0.0,0.0,,0.4,0.9,0.429,0.429,0.6,0.9,0.7140000000000001,0.0,0.4,0.4,0.6,0.0,0.1,1.0,0.8,1.4
