PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Dave Greenwood,26,78,76,34.8,4.7,9.7,0.49,0.0,0.0,0.0,4.7,9.6,0.491,0.49,2.7,3.7,0.737,2.7,7.3,10.1,1.8,0.9,0.9,1.9,3.4,12.2
Orlando Woolridge,24,75,74,33.9,7.6,14.5,0.525,0.0,0.0,0.5,7.6,14.5,0.525,0.525,4.0,5.7,0.715,1.7,3.2,4.9,1.8,0.9,0.8,2.5,3.4,19.3
Dave Corzine,27,82,82,32.6,4.7,10.0,0.467,0.0,0.1,0.33299999999999996,4.7,9.9,0.469,0.469,2.8,3.4,0.84,2.1,5.0,7.0,2.5,0.7,1.5,2.1,2.8,12.2
Quintin Dailey,23,82,42,29.9,7.1,15.0,0.474,0.0,0.4,0.125,7.1,14.6,0.484,0.47600000000000003,3.9,4.8,0.8109999999999999,0.7,2.1,2.9,3.1,1.3,0.1,2.7,2.7,18.2
Ennis Whatley,21,80,73,27.0,3.3,7.0,0.469,0.0,0.0,0.0,3.3,6.9,0.47100000000000003,0.469,1.8,2.5,0.73,0.8,1.7,2.5,8.3,1.5,0.2,3.4,2.8,8.4
Mitchell Wiggins,24,82,40,25.9,4.9,10.9,0.44799999999999995,0.1,0.4,0.24100000000000002,4.8,10.5,0.455,0.452,2.6,3.5,0.742,1.7,2.3,4.0,2.3,1.3,0.1,1.7,3.4,12.4
Rod Higgins,24,78,6,20.2,2.5,5.5,0.447,0.0,0.3,0.045,2.5,5.3,0.46799999999999997,0.44799999999999995,1.4,2.0,0.7240000000000001,1.1,1.5,2.6,1.5,0.6,0.4,1.0,2.1,6.4
Reggie Theus,26,31,5,19.4,3.0,7.6,0.38799999999999996,0.1,0.5,0.2,2.9,7.2,0.401,0.395,2.7,3.5,0.778,0.7,0.8,1.5,4.6,0.7,0.1,1.9,2.5,8.7
Steve Johnson,26,31,9,19.2,3.6,6.4,0.5710000000000001,0.0,0.0,,3.6,6.4,0.5710000000000001,0.5710000000000001,2.1,3.5,0.5820000000000001,2.2,3.2,5.4,0.6,0.5,0.7,1.9,3.8,9.4
Ronnie Lester,25,43,3,16.0,1.8,4.4,0.415,0.0,0.1,0.2,1.8,4.3,0.42100000000000004,0.418,1.7,2.0,0.862,0.5,0.6,1.1,3.9,0.7,0.1,1.7,1.4,5.4
Sidney Green,23,49,0,13.6,2.0,4.7,0.439,0.0,0.0,,2.0,4.7,0.439,0.439,1.1,1.6,0.7140000000000001,1.2,2.4,3.6,0.5,0.4,0.3,1.2,2.6,5.2
Jawann Oldham,26,64,0,13.6,1.7,3.4,0.505,0.0,0.0,,1.7,3.4,0.505,0.505,0.6,1.0,0.591,1.2,2.5,3.6,0.5,0.2,1.2,1.3,2.2,4.0
Wallace Bryant,24,29,0,10.9,1.8,4.6,0.391,0.0,0.0,,1.8,4.6,0.391,0.391,0.5,1.1,0.424,1.3,1.5,2.8,0.4,0.3,0.4,0.6,1.7,4.1
