Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2020,2,3139,BOS,Boston Celtics,21.0,NBA,PF,69,1043,7.9,0.5,0.46,0.26,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,,0.1,1.4,1.6,0.07,,-4.1,1.4,-2.7,-0.2
2021,2,3139,BOS,Boston Celtics,22.0,NBA,PF,12,228,6.6,0.48,0.46,0.2,7.1,10.4,8.7,5.2,1.3,2.0,13.3,12.6,,0.0,0.1,0.1,0.03,,-4.8,-1.1,-5.9,-0.2
