Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013,7,641,DAL,Dallas Mavericks,Jae Crowder,"July 6, 1990",22.0,NBA,SF,78.0,1353.0,10.2,0.49,0.52,0.2,2.9,12.3,7.7,10.0,2.4,1.0,10.9,15.1,0.2,1.3,1.5,0.06,-1.9,0.9,-1.0,0.3
2014,7,641,DAL,Dallas Mavericks,Jae Crowder,"July 6, 1990",23.0,NBA,SF,78.0,1254.0,11.9,0.55,0.51,0.21,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,1.2,1.1,2.3,0.09,-0.7,0.8,0.2,0.7
2015,31,641,TOT,Total After Trade,Jae Crowder,"July 6, 1990",24.0,NBA,SF,82.0,1647.0,13.9,0.52,0.38,0.26,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,1.9,2.0,3.9,0.11,-0.2,0.7,0.5,1.0
2015,7,641,DAL,Dallas Mavericks,Jae Crowder,"July 6, 1990",24.0,NBA,SF,25.0,265.0,12.7,0.55,0.5,0.14,5.0,7.1,6.0,6.5,2.9,1.5,11.0,15.3,0.3,0.3,0.5,0.1,-0.6,0.5,-0.1,0.1
2015,2,641,BOS,Boston Celtics,Jae Crowder,"July 6, 1990",24.0,NBA,SF,57.0,1382.0,14.1,0.51,0.36,0.28,4.7,16.4,10.5,9.0,2.1,1.1,6.9,17.9,1.6,1.8,3.3,0.12,-0.2,0.8,0.6,0.9
2016,2,641,BOS,Boston Celtics,Jae Crowder,"July 6, 1990",25.0,NBA,SF,73.0,2308.0,15.8,0.56,0.45,0.29,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,3.8,3.5,7.3,0.15,0.8,1.4,2.2,2.5
2017,2,641,BOS,Boston Celtics,Jae Crowder,"July 6, 1990",26.0,NBA,SF,72.0,2335.0,14.9,0.61,0.55,0.3,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17.0,4.1,2.5,6.7,0.14,1.0,-0.1,0.9,1.7
2018,31,641,TOT,Total After Trade,Jae Crowder,"July 6, 1990",27.0,NBA,SF,80.0,2090.0,10.4,0.52,0.51,0.22,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,1.0,1.6,2.6,0.06,-1.9,-0.6,-2.5,-0.3
2018,6,641,CLE,Cleveland Cavaliers,Jae Crowder,"July 6, 1990",27.0,NBA,SF,53.0,1346.0,10.2,0.55,0.5,0.24,3.5,10.8,7.2,6.0,1.5,0.8,9.2,15.1,1.1,0.6,1.7,0.06,-1.9,-1.0,-3.0,-0.3
2018,29,641,UTA,Utah Jazz,Jae Crowder,"July 6, 1990",27.0,NBA,SF,27.0,744.0,10.8,0.5,0.52,0.19,2.8,12.7,7.8,8.6,1.6,1.0,9.1,21.3,-0.1,1.0,0.9,0.06,-1.9,0.2,-1.7,0.1
2019,29,641,UTA,Utah Jazz,Jae Crowder,"July 6, 1990",28.0,NBA,SF,80.0,2166.0,12.1,0.54,0.66,0.25,3.1,15.9,9.6,8.9,1.4,1.1,8.8,19.1,1.3,3.1,4.4,0.1,-0.3,0.6,0.3,1.2
2020,31,641,TOT,Total After Trade,Jae Crowder,"July 6, 1990",29.0,NBA,"PF,SF",65.0,1875.0,12.5,0.55,0.7,0.22,3.0,18.5,11.0,11.5,1.8,1.2,10.0,15.5,1.6,2.2,3.8,0.1,-0.5,0.4,-0.1,0.9
2020,15,641,MEM,Memphis Grizzlies,Jae Crowder,"July 6, 1990",29.0,NBA,SF,45.0,1322.0,11.0,0.51,0.67,0.24,3.2,18.5,11.0,12.2,1.7,0.9,10.9,15.6,0.5,1.4,1.9,0.07,-1.4,0.2,-1.2,0.3
2020,16,641,MIA,Miami Heat,Jae Crowder,"July 6, 1990",29.0,NBA,PF,20.0,553.0,16.3,0.67,0.78,0.18,2.5,18.5,10.8,9.7,2.2,1.8,7.8,15.3,1.2,0.8,1.9,0.17,1.7,0.8,2.5,0.6
2021,24,641,PHO,Phoenix Suns,Jae Crowder,"July 6, 1990",30.0,NBA,PF,20.0,555.0,10.7,0.54,0.77,0.17,1.0,16.9,9.1,11.2,1.6,0.2,8.6,16.8,0.2,0.8,1.0,0.09,-0.8,0.6,-0.2,0.2
