Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,18,2452,MIN,Minnesota Timberwolves,Pooh Richardson,1966-05-14,23.0,NBA,PG,82.0,2581.0,15.8,0.48,0.09,0.12,2.4,8.0,5.0,35.3,2.7,0.6,12.7,19.0,2.0,2.4,4.4,0.08,1.0,0.4,1.4,2.2
1991,18,2452,MIN,Minnesota Timberwolves,Pooh Richardson,1966-05-14,24.0,NBA,PG,82.0,3154.0,18.1,0.49,0.1,0.12,2.8,8.0,5.3,37.6,2.2,0.3,10.9,21.8,4.5,1.3,5.9,0.09,3.1,-1.1,2.0,3.2
1992,18,2452,MIN,Minnesota Timberwolves,Pooh Richardson,1966-05-14,25.0,NBA,PG,82.0,2922.0,17.4,0.5,0.12,0.14,3.3,8.2,5.7,36.1,2.1,0.5,13.2,22.5,3.1,1.0,4.1,0.07,2.7,-1.4,1.3,2.4
1993,12,2452,IND,Indiana Pacers,Pooh Richardson,1966-05-14,26.0,NBA,PG,74.0,2396.0,14.5,0.51,0.04,0.18,2.9,9.2,6.1,33.6,2.0,0.3,18.1,16.3,2.5,1.5,4.0,0.08,0.9,-0.5,0.3,1.4
1994,12,2452,IND,Indiana Pacers,Pooh Richardson,1966-05-14,27.0,NBA,PG,37.0,1022.0,13.3,0.48,0.03,0.22,3.3,9.0,6.2,36.0,1.6,0.2,18.5,20.4,0.4,0.9,1.4,0.06,0.2,-0.6,-0.4,0.4
1995,13,2452,LAC,Los Angeles Clippers,Pooh Richardson,1966-05-14,28.0,NBA,PG,80.0,2864.0,12.6,0.46,0.27,0.14,1.5,9.8,5.4,34.1,2.3,0.3,15.2,17.1,0.6,1.5,2.1,0.04,-0.9,-0.7,-1.6,0.2
1996,13,2452,LAC,Los Angeles Clippers,Pooh Richardson,1966-05-14,29.0,NBA,PG,63.0,2013.0,14.5,0.52,0.37,0.16,2.1,7.5,4.7,25.9,2.0,0.5,11.8,17.8,3.0,0.8,3.8,0.09,0.9,-0.9,0.0,1.0
1997,13,2452,LAC,Los Angeles Clippers,Pooh Richardson,1966-05-14,30.0,NBA,PG,59.0,1065.0,11.8,0.46,0.37,0.12,2.6,8.3,5.4,25.3,2.7,0.4,14.6,17.8,0.1,0.8,1.0,0.04,-1.2,0.4,-0.8,0.3
1998,13,2452,LAC,Los Angeles Clippers,Pooh Richardson,1966-05-14,31.0,NBA,PG,69.0,1252.0,10.3,0.41,0.17,0.13,1.5,7.2,4.4,28.1,1.8,0.2,13.3,14.4,0.3,-0.1,0.2,0.01,-2.3,-1.6,-3.9,-0.6
1999,13,2452,LAC,Los Angeles Clippers,Pooh Richardson,1966-05-14,32.0,NBA,PG,11.0,130.0,10.7,0.37,0.17,0.11,0.9,11.6,5.9,37.6,1.7,0.0,19.2,16.3,-0.1,0.0,-0.1,-0.04,-1.8,-3.1,-4.9,-0.1
