Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,13,3278,LAC,Los Angeles Clippers,21.0,NBA,C,4.0,3.0,9.8,2.3,4.5,0.5,0.0,0.0,,2.3,4.5,0.5,0.5,0.5,0.8,0.67,2.8,2.8,5.5,0.3,0.5,0.5,1.0,1.3,5.0
2020,13,3278,LAC,Los Angeles Clippers,22.0,NBA,C,13.0,13.0,24.6,3.4,6.0,0.56,0.0,0.0,,3.4,6.0,0.56,0.56,2.3,2.8,0.81,2.4,4.8,7.2,0.6,0.2,0.8,0.9,2.6,9.1
