Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,21,2545,OKC,Oklahoma City Thunder,Domantas Sabonis,1996-05-03,20.0,NBA,PF,2.0,0.0,3.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,2.0,2.0
2018,12,2545,IND,Indiana Pacers,Domantas Sabonis,1996-05-03,21.0,NBA,C,7.0,0.0,23.7,5.1,8.9,0.58,0.1,1.0,0.14,5.0,7.9,0.64,0.59,2.0,2.6,0.78,2.0,2.6,4.6,0.7,0.1,0.3,1.0,3.1,12.4
2019,12,2545,IND,Indiana Pacers,Domantas Sabonis,1996-05-03,22.0,NBA,C,4.0,0.0,24.0,3.0,7.3,0.41,0.3,1.0,0.25,2.8,6.3,0.44,0.43,2.3,3.5,0.64,1.8,5.5,7.3,4.0,0.8,0.3,1.3,3.0,8.5
