Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2015,21,OKC,Oklahoma City Thunder,Russell Westbrook,26.0,67.0,2302.0,0.43,0.46,0.3,0.46,0.84,0.54,0.44,0.2,95.0,94.0,85.0,92.0,111.0,100.0,163.0,73.0,-118.9,7.1
2015,21,OKC,Oklahoma City Thunder,Serge Ibaka,25.0,64.0,2116.0,0.48,0.51,0.38,0.52,0.84,0.55,0.14,0.26,106.0,105.0,107.0,106.0,111.0,103.0,51.0,97.0,45.5,25.6
2015,21,OKC,Oklahoma City Thunder,Anthony Morrow,29.0,74.0,1806.0,0.46,0.5,0.43,0.58,0.89,0.6,0.14,0.53,103.0,102.0,124.0,117.0,118.0,113.0,53.0,197.0,101.1,91.1
2015,21,OKC,Oklahoma City Thunder,Kevin Durant,26.0,27.0,913.0,0.51,0.56,0.4,0.58,0.85,0.63,0.37,0.34,114.0,116.0,115.0,117.0,114.0,118.0,134.0,127.0,76.9,106.7
2015,21,OKC,Oklahoma City Thunder,Reggie Jackson,24.0,50.0,1398.0,0.43,0.49,0.28,0.47,0.86,0.51,0.2,0.27,96.0,101.0,80.0,95.0,115.0,96.0,73.0,102.0,-29.2,-28.4
2015,21,OKC,Oklahoma City Thunder,Dion Waiters,23.0,47.0,1422.0,0.39,0.42,0.32,0.44,0.62,0.46,0.18,0.26,87.0,86.0,91.0,88.0,83.0,85.0,68.0,99.0,-74.0,-102.9
2015,21,OKC,Oklahoma City Thunder,Steven Adams,21.0,70.0,1771.0,0.54,0.55,0.0,0.54,0.5,0.55,0.51,0.0,121.0,113.0,,110.0,67.0,103.0,188.0,2.0,38.3,14.4
2015,21,OKC,Oklahoma City Thunder,Enes Kanter,22.0,26.0,809.0,0.57,0.56,0.75,0.57,0.78,0.61,0.34,0.01,126.0,116.0,214.0,115.0,103.0,114.0,123.0,4.0,51.9,60.8
2015,21,OKC,Oklahoma City Thunder,Jeremy Lamb,22.0,47.0,633.0,0.42,0.48,0.34,0.49,0.89,0.54,0.22,0.44,93.0,98.0,98.0,99.0,119.0,101.0,80.0,166.0,-1.9,2.1
2015,21,OKC,Oklahoma City Thunder,Nick Collison,34.0,66.0,1101.0,0.42,0.47,0.27,0.45,0.69,0.48,0.26,0.24,93.0,96.0,76.0,91.0,92.0,91.0,94.0,88.0,-22.9,-27.8
2015,21,OKC,Oklahoma City Thunder,Andre Roberson,23.0,67.0,1286.0,0.46,0.61,0.25,0.51,0.48,0.51,0.24,0.42,102.0,126.0,71.0,103.0,64.0,96.0,87.0,158.0,5.7,-9.3
2015,21,OKC,Oklahoma City Thunder,D.J. Augustin,27.0,28.0,677.0,0.37,0.39,0.35,0.46,0.86,0.5,0.19,0.52,83.0,80.0,101.0,93.0,115.0,94.0,71.0,192.0,-12.5,-12.6
2015,21,OKC,Oklahoma City Thunder,Kendrick Perkins,30.0,51.0,981.0,0.44,0.44,0.0,0.44,0.51,0.46,0.4,0.0,98.0,91.0,,89.0,68.0,86.0,147.0,2.0,-20.5,-32.0
2015,21,OKC,Oklahoma City Thunder,Mitch McGary,22.0,32.0,485.0,0.53,0.54,0.0,0.53,0.62,0.55,0.24,0.01,119.0,111.0,,108.0,83.0,103.0,89.0,5.0,12.4,5.9
2015,21,OKC,Oklahoma City Thunder,Perry Jones,23.0,43.0,631.0,0.4,0.48,0.23,0.44,0.65,0.46,0.2,0.33,88.0,98.0,67.0,88.0,86.0,86.0,74.0,122.0,-22.5,-30.0
2015,21,OKC,Oklahoma City Thunder,Sebastian Telfair,29.0,16.0,327.0,0.37,0.43,0.3,0.44,0.71,0.48,0.27,0.48,82.0,89.0,86.0,89.0,94.0,90.0,99.0,179.0,-14.0,-15.5
2015,21,OKC,Oklahoma City Thunder,Lance Thomas,26.0,22.0,450.0,0.36,0.36,0.0,0.36,0.7,0.4,0.26,0.01,80.0,74.0,,72.0,93.0,75.0,96.0,3.0,-35.0,-37.1
2015,21,OKC,Oklahoma City Thunder,Kyle Singler,26.0,26.0,456.0,0.33,0.29,0.37,0.44,0.69,0.46,0.17,0.56,74.0,59.0,106.0,88.0,92.0,86.0,61.0,210.0,-11.2,-15.1
2015,21,OKC,Oklahoma City Thunder,Ish Smith,26.0,30.0,155.0,0.33,0.35,0.2,0.34,0.67,0.38,0.2,0.11,74.0,72.0,57.0,69.0,89.0,71.0,73.0,41.0,-13.6,-15.3
2015,21,OKC,Oklahoma City Thunder,Steve Novak,31.0,13.0,88.0,0.29,0.5,0.2,0.36,,0.36,0.0,0.71,64.0,103.0,57.0,72.0,,67.0,,266.0,-5.8,-7.4
2015,21,OKC,Oklahoma City Thunder,Grant Jerrett,21.0,5.0,25.0,0.18,0.5,0.08,0.21,,0.21,0.0,0.76,39.0,103.0,22.0,42.0,,39.0,,285.0,-9.9,-11.2
2015,21,OKC,Oklahoma City Thunder,Team,,,,0.46,0.5,0.35,0.51,0.77,0.55,0.31,0.28,102.0,103.0,100.0,102.0,102.0,103.0,112.0,103.0,99.6,170.2
2015,21,OKC,Oklahoma City Thunder,League Average,,,,0.45,0.48,0.35,0.5,0.75,0.53,0.27,0.27,,,,,,,,,,
