Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,28,988,TOR,Toronto Raptors,Jorge Garbajosa,1977-12-19,29.0,NBA,PF,67,60,28.5,3.3,7.9,0.42,1.0,2.9,0.34,2.3,5.0,0.46,0.48,0.9,1.2,0.73,0.7,4.2,4.9,1.9,1.2,0.2,1.0,1.3,8.5
2008,28,988,TOR,Toronto Raptors,Jorge Garbajosa,1977-12-19,30.0,NBA,PF,7,0,10.6,1.1,3.6,0.32,0.9,2.3,0.38,0.3,1.3,0.22,0.44,0.0,0.0,,0.3,1.9,2.1,0.4,0.4,0.0,0.1,0.3,3.1
