Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,18,MIN,Minnesota Timberwolves,Ricky Davis,27.0,81,81.0,3021,506,1089,0.46,123,310,0.4,383,779,0.49,0.52,239,285,0.84,54,261,315,385,80,23,210,189,1374
2007,18,MIN,Minnesota Timberwolves,Kevin Garnett,30.0,76,76.0,2995,638,1341,0.48,12,56,0.21,626,1285,0.49,0.48,416,498,0.84,183,792,975,313,89,126,205,184,1704
2007,18,MIN,Minnesota Timberwolves,Mark Blount,31.0,82,81.0,2544,427,839,0.51,9,31,0.29,418,808,0.52,0.51,147,195,0.75,136,369,505,67,43,58,159,239,1010
2007,18,MIN,Minnesota Timberwolves,Trenton Hassell,27.0,76,68.0,2223,217,443,0.49,6,25,0.24,211,418,0.5,0.5,72,92,0.78,83,160,243,203,22,26,80,144,512
2007,18,MIN,Minnesota Timberwolves,Mike James,31.0,82,65.0,2069,297,703,0.42,80,215,0.37,217,488,0.44,0.48,154,184,0.84,25,138,163,297,55,7,129,171,828
2007,18,MIN,Minnesota Timberwolves,Randy Foye,23.0,82,12.0,1879,300,691,0.43,68,185,0.37,232,506,0.46,0.48,164,192,0.85,49,169,218,232,53,21,152,184,832
2007,18,MIN,Minnesota Timberwolves,Marko Jaric,28.0,70,13.0,1555,136,325,0.42,32,85,0.38,104,240,0.43,0.47,67,88,0.76,54,130,184,145,75,16,88,172,371
2007,18,MIN,Minnesota Timberwolves,Craig Smith,23.0,82,5.0,1537,246,463,0.53,0,6,0.0,246,457,0.54,0.53,116,186,0.62,149,267,416,49,51,18,74,223,608
2007,18,MIN,Minnesota Timberwolves,Troy Hudson,30.0,34,6.0,554,74,195,0.38,28,80,0.35,46,115,0.4,0.45,26,32,0.81,8,40,48,73,14,2,40,23,202
2007,18,MIN,Minnesota Timberwolves,Rashad McCants,22.0,37,0.0,554,62,177,0.35,20,75,0.27,42,102,0.41,0.41,40,58,0.69,14,33,47,38,26,7,40,71,184
2007,18,MIN,Minnesota Timberwolves,Mark Madsen,31.0,56,0.0,473,23,43,0.54,0,0,,23,43,0.54,0.54,15,29,0.52,35,52,87,10,10,10,21,100,61
2007,18,MIN,Minnesota Timberwolves,Justin Reed,25.0,41,3.0,318,40,107,0.37,0,0,,40,107,0.37,0.37,26,30,0.87,15,31,46,17,5,3,22,44,106
2007,18,MIN,Minnesota Timberwolves,Bracey Wright,22.0,19,0.0,190,24,60,0.4,6,20,0.3,18,40,0.45,0.45,13,18,0.72,7,14,21,15,9,1,6,6,67
2007,18,MIN,Minnesota Timberwolves,Eddie Griffin,24.0,13,0.0,92,7,27,0.26,0,1,0.0,7,26,0.27,0.26,4,5,0.8,7,18,25,4,0,7,6,8,18
2007,18,MIN,Minnesota Timberwolves,Team Totals,,82,,20005,2997,6503,0.46,384,1089,0.35,2613,5414,0.48,0.49,1499,1892,0.79,819,2474,3293,1848,532,325,1278,1758,7877
