Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,21,SEA,Seattle Supersonics,Chris Wilcox,24.0,82,81.0,2586,433,819,0.53,0,6,0.0,433,813,0.53,0.53,240,351,0.68,178,451,629,82,70,38,127,248,1106
2007,21,SEA,Seattle Supersonics,Nick Collison,26.0,82,56.0,2378,318,636,0.5,0,2,0.0,318,634,0.5,0.5,154,199,0.77,229,437,666,82,48,66,123,289,790
2007,21,SEA,Seattle Supersonics,Rashard Lewis,27.0,60,60.0,2348,463,1005,0.46,151,387,0.39,312,618,0.5,0.54,265,315,0.84,91,305,396,145,68,39,118,143,1342
2007,21,SEA,Seattle Supersonics,Ray Allen,31.0,55,55.0,2219,505,1153,0.44,165,443,0.37,340,710,0.48,0.51,279,309,0.9,57,190,247,228,82,11,154,113,1454
2007,21,SEA,Seattle Supersonics,Earl Watson,27.0,77,25.0,2152,263,687,0.38,92,280,0.33,171,407,0.42,0.45,108,147,0.74,34,151,185,437,99,23,167,152,726
2007,21,SEA,Seattle Supersonics,Luke Ridnour,25.0,71,58.0,2091,301,695,0.43,49,139,0.35,252,556,0.45,0.47,128,159,0.8,28,136,164,368,83,19,156,181,779
2007,21,SEA,Seattle Supersonics,Damien Wilkins,27.0,82,31.0,2037,262,602,0.44,50,122,0.41,212,480,0.44,0.48,150,170,0.88,87,142,229,156,92,16,116,157,724
2007,21,SEA,Seattle Supersonics,Johan Petro,21.0,81,13.0,1510,226,438,0.52,0,0,,226,438,0.52,0.52,50,77,0.65,92,243,335,45,39,47,82,237,502
2007,21,SEA,Seattle Supersonics,Mickael Gelabale,23.0,70,14.0,1239,122,264,0.46,11,47,0.23,111,217,0.51,0.48,66,82,0.8,59,114,173,56,24,22,49,108,321
2007,21,SEA,Seattle Supersonics,Mike Wilks,27.0,47,4.0,534,66,141,0.47,5,15,0.33,61,126,0.48,0.49,33,42,0.79,15,39,54,79,15,4,31,53,170
2007,21,SEA,Seattle Supersonics,Andre Brown,25.0,38,0.0,271,42,74,0.57,0,1,0.0,42,73,0.57,0.57,9,15,0.6,26,48,74,2,6,4,29,26,93
2007,21,SEA,Seattle Supersonics,Mouhamed Sene,20.0,28,3.0,169,18,49,0.37,0,0,,18,49,0.37,0.37,17,29,0.59,16,29,45,0,3,12,11,33,53
2007,21,SEA,Seattle Supersonics,Danny Fortson,30.0,14,6.0,158,15,30,0.5,0,1,0.0,15,29,0.52,0.5,10,13,0.77,13,30,43,1,1,0,15,38,40
2007,21,SEA,Seattle Supersonics,Andreas Glyniadakis,25.0,13,4.0,81,8,17,0.47,0,0,,8,17,0.47,0.47,1,2,0.5,2,6,8,1,0,0,9,19,17
2007,21,SEA,Seattle Supersonics,Desmon Farmer,25.0,8,0.0,32,5,15,0.33,2,8,0.25,3,7,0.43,0.4,1,1,1.0,0,1,1,9,1,0,1,2,13
2007,21,SEA,Seattle Supersonics,Randy Livingston,31.0,4,0.0,26,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,1,0,1,4,0,0,1,2,0
2007,21,SEA,Seattle Supersonics,Team Totals,,82,,19830,3047,6628,0.46,525,1451,0.36,2522,5177,0.49,0.5,1511,1911,0.79,928,2322,3250,1695,631,301,1268,1801,8130
