Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,9,1463,DET,Detroit Pistons,Amir Johnson,19.0,8,0.0,124,18,33,0.55,0,3,0.0,18,30,0.6,0.55,11,14,0.79,15,22,37,3,5,13,9,19,47
2007,9,1926,DET,Detroit Pistons,Antonio McDyess,32.0,82,3.0,1729,284,540,0.53,0,0,,284,540,0.53,0.53,96,139,0.69,165,331,496,72,61,65,75,240,664
2007,9,724,DET,Detroit Pistons,Carlos Delfino,24.0,82,1.0,1372,156,376,0.42,46,138,0.33,110,238,0.46,0.48,70,89,0.79,67,199,266,88,46,8,61,97,428
2007,9,242,DET,Detroit Pistons,Chauncey Billups,30.0,70,70.0,2533,348,815,0.43,109,316,0.34,239,499,0.48,0.49,386,437,0.88,23,214,237,502,84,17,140,161,1191
2007,9,3054,DET,Detroit Pistons,Chris Webber,33.0,43,42.0,1277,200,409,0.49,2,6,0.33,198,403,0.49,0.49,84,132,0.64,87,201,288,127,42,26,74,107,486
2007,9,683,DET,Detroit Pistons,Dale Davis,37.0,46,6.0,464,33,74,0.45,0,0,,33,74,0.45,0.45,17,26,0.65,59,78,137,12,10,34,15,59,83
2007,9,1877,DET,Detroit Pistons,Jason Maxiell,23.0,67,8.0,943,131,262,0.5,0,0,,131,262,0.5,0.5,72,137,0.53,88,98,186,14,30,60,53,110,334
2007,9,1366,DET,Detroit Pistons,Lindsey Hunter,36.0,52,0.0,745,94,244,0.38,38,119,0.32,56,125,0.45,0.46,30,33,0.91,9,38,47,93,34,7,35,56,256
2007,9,2020,DET,Detroit Pistons,Nazr Mohammed,29.0,51,33.0,773,118,222,0.53,0,0,,118,222,0.53,0.53,50,82,0.61,89,140,229,9,27,40,43,133,286
2007,9,3011,DET,Detroit Pistons,Rasheed Wallace,32.0,75,72.0,2419,357,843,0.42,104,296,0.35,253,547,0.46,0.48,108,137,0.79,90,453,543,127,75,118,94,225,926
2007,9,1160,DET,Detroit Pistons,Richard Hamilton,28.0,75,75.0,2763,547,1170,0.47,44,129,0.34,503,1041,0.48,0.49,347,403,0.86,75,207,282,285,59,15,159,232,1485
2007,9,805,DET,Detroit Pistons,Ronald Dupree,26.0,19,0.0,94,11,31,0.36,0,0,,11,31,0.36,0.36,3,9,0.33,5,12,17,5,5,1,3,12,25
2007,9,2091,DET,Detroit Pistons,Ronald Murray,27.0,69,18.0,1477,177,438,0.4,24,83,0.29,153,355,0.43,0.43,87,120,0.72,26,87,113,187,49,13,90,96,465
2007,9,2365,DET,Detroit Pistons,Tayshaun Prince,26.0,82,82.0,3001,459,997,0.46,81,210,0.39,378,787,0.48,0.5,172,224,0.77,144,285,429,227,51,55,98,116,1171
2007,9,262,DET,Detroit Pistons,Will Blalock,23.0,14,0.0,166,9,30,0.3,1,5,0.2,8,25,0.32,0.32,6,6,1.0,6,9,15,17,5,0,12,9,25
