Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,1981-05-10,23.0,NBA,C,5.0,5.0,192.0,4.9,8.8,0.55,0.0,0.0,,4.9,8.8,0.55,1.1,2.8,0.4,3.4,8.6,12.0,0.4,0.4,1.3,1.7,3.6,10.9
2008,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,1981-05-10,26.0,NBA,C,6.0,6.0,193.0,3.5,8.4,0.42,0.0,0.0,,3.5,8.4,0.42,3.0,3.5,0.84,3.7,6.9,10.6,0.6,0.4,1.9,1.9,3.2,10.1
2009,23,660,PHI,Philadelphia 76Ers,Samuel Dalembert,1981-05-10,27.0,NBA,C,6.0,6.0,133.0,4.3,6.8,0.64,0.0,0.0,,4.3,6.8,0.64,0.8,1.1,0.75,2.7,10.0,12.7,0.8,0.5,2.4,1.6,6.5,9.5
2013,17,660,MIL,Milwaukee Bucks,Samuel Dalembert,1981-05-10,31.0,NBA,C,1.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,,0.0,8.0,0.0,4.0,16.0,0.25,4.0,8.0,12.0,0.0,4.0,0.0,8.0,12.0,4.0
2014,7,660,DAL,Dallas Mavericks,Samuel Dalembert,1981-05-10,32.0,NBA,C,7.0,7.0,135.0,2.9,6.4,0.46,0.0,0.0,,2.9,6.4,0.46,2.7,4.0,0.67,6.1,9.6,15.7,0.0,0.5,2.7,1.1,4.0,8.5
