Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,13,964,SDC,San Diego Clippers,World B. Free,"December 9, 1953",26.0,NBA,SG,68.0,,2585.0,737.0,1556.0,0.47,9.0,25.0,0.36,728.0,1531.0,0.48,0.48,572.0,760.0,0.75,129.0,109.0,238.0,283.0,81.0,32.0,228.0,195.0,2055.0
1981,10,964,GSW,Golden State Warriors,World B. Free,"December 9, 1953",27.0,NBA,SG,65.0,,2370.0,516.0,1157.0,0.45,5.0,31.0,0.16,511.0,1126.0,0.45,0.45,528.0,649.0,0.81,48.0,111.0,159.0,361.0,85.0,11.0,195.0,183.0,1565.0
1982,10,964,GSW,Golden State Warriors,World B. Free,"December 9, 1953",28.0,NBA,SG,78.0,78.0,2796.0,650.0,1452.0,0.45,10.0,56.0,0.18,640.0,1396.0,0.46,0.45,479.0,647.0,0.74,118.0,130.0,248.0,419.0,71.0,8.0,208.0,222.0,1789.0
1983,31,964,TOT,Total After Trade,World B. Free,"December 9, 1953",29.0,NBA,SG,73.0,69.0,2638.0,649.0,1423.0,0.46,15.0,45.0,0.33,634.0,1378.0,0.46,0.46,430.0,583.0,0.74,92.0,109.0,201.0,290.0,97.0,15.0,209.0,241.0,1743.0
1983,10,964,GSW,Golden State Warriors,World B. Free,"December 9, 1953",29.0,NBA,SG,19.0,18.0,700.0,164.0,364.0,0.45,0.0,3.0,0.0,164.0,361.0,0.45,0.45,106.0,149.0,0.71,22.0,22.0,44.0,89.0,15.0,3.0,50.0,66.0,434.0
1983,6,964,CLE,Cleveland Cavaliers,World B. Free,"December 9, 1953",29.0,NBA,SG,54.0,51.0,1938.0,485.0,1059.0,0.46,15.0,42.0,0.36,470.0,1017.0,0.46,0.46,324.0,434.0,0.75,70.0,87.0,157.0,201.0,82.0,12.0,159.0,175.0,1309.0
1984,6,964,CLE,Cleveland Cavaliers,World B. Free,"December 9, 1953",30.0,NBA,SG,75.0,71.0,2375.0,626.0,1407.0,0.44,22.0,69.0,0.32,604.0,1338.0,0.45,0.45,395.0,504.0,0.78,89.0,128.0,217.0,226.0,94.0,8.0,154.0,214.0,1669.0
1985,6,964,CLE,Cleveland Cavaliers,World B. Free,"December 9, 1953",31.0,NBA,SG,71.0,50.0,2249.0,609.0,1328.0,0.46,71.0,193.0,0.37,538.0,1135.0,0.47,0.48,308.0,411.0,0.75,61.0,150.0,211.0,320.0,75.0,16.0,139.0,163.0,1597.0
1986,6,964,CLE,Cleveland Cavaliers,World B. Free,"December 9, 1953",32.0,NBA,SG,75.0,75.0,2535.0,652.0,1433.0,0.46,71.0,169.0,0.42,581.0,1264.0,0.46,0.48,379.0,486.0,0.78,72.0,146.0,218.0,314.0,91.0,19.0,172.0,186.0,1754.0
1987,23,964,PHI,Philadelphia 76Ers,World B. Free,"December 9, 1953",33.0,NBA,SG,20.0,2.0,285.0,39.0,123.0,0.32,2.0,9.0,0.22,37.0,114.0,0.32,0.32,36.0,47.0,0.77,5.0,14.0,19.0,30.0,5.0,4.0,18.0,26.0,116.0
1988,11,964,HOU,Houston Rockets,World B. Free,"December 9, 1953",34.0,NBA,SG,58.0,0.0,682.0,143.0,350.0,0.41,8.0,35.0,0.23,135.0,315.0,0.43,0.42,80.0,100.0,0.8,14.0,30.0,44.0,60.0,20.0,3.0,49.0,74.0,374.0
