Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,13,SDC,San Diego Clippers,Swen Nater,31,82,,2809,6.6,12.0,0.55,0.0,0.0,,6.6,12.0,0.55,3.1,3.9,0.8,3.8,9.3,13.0,2.6,0.6,0.6,2.7,3.8,16.4
1981,13,SDC,San Diego Clippers,Michael Brooks,22,82,,2479,7.1,14.8,0.48,0.0,0.1,0.0,7.1,14.7,0.48,3.3,4.6,0.71,3.0,3.4,6.4,3.0,1.4,0.5,2.4,3.4,17.5
1981,13,SDC,San Diego Clippers,Phil Smith,28,76,,2378,7.9,16.0,0.49,0.1,0.3,0.22,7.8,15.7,0.5,3.6,4.7,0.76,0.7,1.6,2.4,5.6,1.3,0.3,2.7,3.5,19.4
1981,13,SDC,San Diego Clippers,Joe Bryant,26,82,,2359,5.8,12.1,0.48,0.0,0.2,0.13,5.8,11.8,0.49,2.9,3.7,0.79,2.2,4.5,6.7,2.9,1.1,0.5,2.7,4.0,14.5
1981,13,SDC,San Diego Clippers,Brian Taylor,29,80,,2312,4.8,9.2,0.52,0.7,1.8,0.38,4.1,7.4,0.56,2.3,2.9,0.79,0.9,1.4,2.4,6.9,1.8,0.4,1.7,3.3,12.6
1981,13,SDC,San Diego Clippers,Freeman Williams,24,82,,1976,11.7,25.2,0.46,0.9,2.6,0.34,10.8,22.6,0.48,4.6,5.4,0.85,1.4,1.0,2.4,3.0,1.7,0.1,3.0,2.9,28.9
1981,13,SDC,San Diego Clippers,Gar Heard,32,78,,1631,3.3,8.7,0.38,0.0,0.2,0.0,3.3,8.6,0.38,1.7,2.2,0.78,2.6,5.0,7.7,2.7,2.3,1.6,1.8,4.3,8.3
1981,13,SDC,San Diego Clippers,Henry Bibby,31,73,,1112,3.8,9.9,0.39,1.0,3.1,0.34,2.8,6.8,0.41,2.2,3.2,0.68,0.8,1.6,2.4,6.5,1.5,0.1,2.5,2.8,10.8
1981,13,SDC,San Diego Clippers,Sidney Wicks,31,49,,1083,4.2,9.5,0.44,0.0,0.0,0.0,4.2,9.5,0.44,2.5,5.0,0.51,2.6,4.8,7.4,3.7,1.3,1.3,3.1,5.6,10.8
1981,13,SDC,San Diego Clippers,Ron Davis,26,64,,817,6.1,13.8,0.44,0.1,0.4,0.25,6.0,13.5,0.45,4.1,7.0,0.6,2.1,3.2,5.2,2.1,1.6,0.5,2.7,4.3,16.5
1981,13,SDC,San Diego Clippers,Jerome Whitehead,24,38,,562,4.2,8.9,0.48,0.0,0.1,0.0,4.2,8.8,0.48,1.5,2.9,0.51,3.1,8.6,11.7,1.5,1.0,0.5,2.9,6.4,9.9
1981,13,SDC,San Diego Clippers,Wally Rank,22,25,,153,4.9,13.4,0.37,0.0,0.0,,4.9,13.4,0.37,3.1,6.6,0.46,4.0,3.1,7.1,4.0,1.6,0.2,6.1,7.8,12.9
1981,13,SDC,San Diego Clippers,Stan Pietkiewicz,24,6,,30,2.4,6.0,0.4,0.0,0.0,,2.4,6.0,0.4,0.0,0.0,,0.0,1.2,1.2,2.4,0.0,0.0,6.0,2.4,4.8
1981,13,SDC,San Diego Clippers,Tony Price,24,5,,29,2.5,8.7,0.29,0.0,0.0,,2.5,8.7,0.29,0.0,0.0,,0.0,0.0,0.0,3.7,2.5,1.2,2.5,3.7,5.0
