Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2002,26,3009,SAC,Sacramento Kings,19.0,NBA,SF,54.0,430.0,13.3,0.44,0.04,0.26,12.4,9.8,11.1,9.6,2.2,0.9,10.1,22.0,0.1,0.6,0.6,0.07,-2.0,-0.4,-2.4,0.0
2003,26,3009,SAC,Sacramento Kings,20.0,NBA,SF,47.0,571.0,12.5,0.51,0.02,0.4,7.5,16.0,12.0,6.1,2.1,1.7,17.0,20.1,-0.1,1.0,0.9,0.07,-3.0,0.8,-2.3,0.0
2004,26,3009,SAC,Sacramento Kings,21.0,NBA,SF,37.0,337.0,10.6,0.38,0.02,0.27,12.1,12.8,12.4,8.2,2.1,2.9,7.4,14.4,0.0,0.3,0.4,0.05,-2.5,-0.6,-3.1,-0.1
2005,4,3009,CHA,Charlotte Bobcats,22.0,NBA,SF,70.0,2147.0,14.1,0.51,0.1,0.45,6.0,15.1,10.3,10.4,2.8,3.2,17.2,19.1,-0.2,2.7,2.4,0.06,-1.2,1.4,0.2,1.2
2006,4,3009,CHA,Charlotte Bobcats,23.0,NBA,SF,55.0,1895.0,21.3,0.58,0.08,0.52,7.1,18.9,12.6,8.8,3.7,4.7,12.0,19.3,3.0,3.4,6.4,0.16,2.0,2.9,4.9,3.2
2007,4,3009,CHA,Charlotte Bobcats,24.0,NBA,SF,72.0,2640.0,19.8,0.57,0.13,0.47,6.2,17.4,11.6,12.5,2.8,2.0,12.2,22.5,4.2,3.5,7.7,0.14,2.2,1.5,3.7,3.7
2008,4,3009,CHA,Charlotte Bobcats,25.0,NBA,PF,62.0,2376.0,17.5,0.55,0.24,0.47,2.8,15.3,9.0,15.9,2.9,1.9,14.1,24.6,1.8,2.8,4.6,0.09,0.8,1.3,2.1,2.5
2009,4,3009,CHA,Charlotte Bobcats,26.0,NBA,SF,71.0,2669.0,18.6,0.58,0.16,0.56,5.2,20.3,12.8,12.4,2.5,2.1,12.8,20.5,4.9,4.6,9.5,0.17,1.3,2.3,3.5,3.7
2010,4,3009,CHA,Charlotte Bobcats,27.0,NBA,SF,76.0,3119.0,18.3,0.59,0.15,0.58,5.9,23.2,14.7,9.0,2.0,2.2,13.1,20.3,5.3,6.2,11.5,0.18,1.0,1.7,2.7,3.7
2011,31,3009,TOT,Total After Trade,28.0,NBA,"PF,SF",71.0,2693.0,16.2,0.55,0.22,0.44,4.9,21.0,12.8,10.9,2.1,1.9,13.0,20.3,2.6,3.6,6.2,0.11,0.4,1.1,1.5,2.4
2011,4,3009,CHA,Charlotte Bobcats,28.0,NBA,SF,48.0,1872.0,15.0,0.53,0.18,0.49,4.6,21.0,12.7,10.5,1.7,2.1,12.4,20.2,1.3,2.3,3.6,0.09,-0.3,0.7,0.4,1.1
2011,25,3009,POR,Portland Trail Blazers,28.0,NBA,PF,23.0,821.0,18.9,0.59,0.3,0.34,5.6,21.2,13.0,11.9,3.1,1.5,14.4,20.5,1.3,1.3,2.6,0.15,1.9,2.1,3.9,1.2
2012,31,3009,TOT,Total After Trade,29.0,NBA,SF,58.0,2076.0,15.9,0.55,0.24,0.36,4.8,17.2,10.8,13.2,2.2,1.3,13.2,18.6,3.0,1.8,4.8,0.11,0.4,0.7,1.0,1.6
2012,25,3009,POR,Portland Trail Blazers,29.0,NBA,SF,42.0,1503.0,15.5,0.56,0.23,0.37,4.8,17.0,10.7,12.4,2.2,1.3,14.4,17.8,2.0,1.4,3.5,0.11,0.1,0.9,0.9,1.1
2012,3,3009,NJN,New Jersey Nets,29.0,NBA,SF,16.0,573.0,17.2,0.53,0.26,0.32,4.7,17.7,11.0,15.1,2.1,1.5,10.5,20.5,1.0,0.4,1.4,0.11,1.2,0.1,1.3,0.5
2013,3,3009,BRK,Brooklyn Nets,30.0,NBA,SF,69.0,2076.0,11.6,0.49,0.36,0.42,3.9,14.3,9.1,13.3,2.5,1.7,16.9,14.5,0.6,2.5,3.1,0.07,-1.2,1.8,0.7,1.3
2014,2,3009,BOS,Boston Celtics,31.0,NBA,SF,58.0,1416.0,10.0,0.54,0.28,0.44,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.04,-2.8,2.0,-0.8,0.4
2015,2,3009,BOS,Boston Celtics,32.0,NBA,SF,32.0,286.0,6.2,0.43,0.09,0.44,6.4,15.5,10.9,5.1,2.6,1.1,30.7,9.0,-0.3,0.4,0.1,0.01,-4.5,1.4,-3.1,-0.1
