Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980,20.0,LAL,NBA,SG,16,,658,103,199,0.518,2,8,0.25,101,191,0.529,0.523,85,106,0.802,52,116,168,151,49,6,65,47,293,,5
1981,21.0,LAL,NBA,SG,3,,127,19,49,0.388,0,0,,19,49,0.388,0.388,13,20,0.65,8,33,41,21,8,3,11,14,51,,0
1982,22.0,LAL,NBA,SG,14,,562,83,157,0.529,0,4,0.0,83,153,0.542,0.529,77,93,0.828,54,104,158,130,40,3,44,50,243,,6
1983,23.0,LAL,NBA,SG,15,,643,100,206,0.485,0,11,0.0,100,195,0.513,0.485,68,81,0.84,51,77,128,192,34,12,64,49,268,,2
1984,24.0,LAL,NBA,PG,21,,837,151,274,0.551,0,7,0.0,151,267,0.566,0.551,80,100,0.8,26,113,139,284,42,20,79,71,382,,5
1985,25.0,LAL,NBA,PG,19,19.0,687,116,226,0.513,1,7,0.143,115,219,0.525,0.515,100,118,0.847,19,115,134,289,32,4,76,48,333,,2
1986,26.0,LAL,NBA,PG,14,14.0,541,110,205,0.537,0,11,0.0,110,194,0.567,0.537,82,107,0.766,21,79,100,211,27,1,45,43,302,,3
1987,27.0,LAL,NBA,PG,18,18.0,666,146,271,0.539,2,10,0.2,144,261,0.552,0.542,98,118,0.831,28,111,139,219,31,7,51,37,392,,3
1988,28.0,LAL,NBA,PG,24,24.0,965,169,329,0.514,7,14,0.5,162,315,0.514,0.524,132,155,0.852,32,98,130,303,34,4,83,61,477,,0
1989,29.0,LAL,NBA,PG,14,14.0,518,85,174,0.489,10,35,0.286,75,139,0.54,0.517,78,86,0.907,15,68,83,165,27,3,53,30,258,,0
1990,30.0,LAL,NBA,PG,9,9.0,376,76,155,0.49,5,25,0.2,71,130,0.546,0.506,70,79,0.886,12,45,57,115,11,1,36,28,227,,0
1991,31.0,LAL,NBA,PG,19,19.0,823,118,268,0.44,21,71,0.296,97,197,0.492,0.479,157,178,0.882,23,131,154,240,23,0,77,43,414,,4
1996,36.0,LAL,NBA,PF,4,0.0,135,15,39,0.385,3,9,0.333,12,30,0.4,0.423,28,33,0.848,8,26,34,26,0,0,12,3,61,,0
