PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Stephen Jackson,32.0,67.0,2405.0,0.41100000000000003,0.449,0.337,0.46799999999999997,0.816,0.52,0.28800000000000003,0.33899999999999997,90.0,92.0,94.0,94.0,107.0,96.0,96.0,153.0,-64.5,-52.0
D.J. Augustin,23.0,82.0,2757.0,0.41600000000000004,0.461,0.33299999999999996,0.474,0.9059999999999999,0.541,0.31,0.348,91.0,95.0,93.0,95.0,119.0,100.0,103.0,157.0,-45.9,-0.8
Boris Diaw,28.0,82.0,2778.0,0.49200000000000005,0.5529999999999999,0.345,0.5429999999999999,0.6829999999999999,0.5579999999999999,0.159,0.292,107.0,114.0,96.0,109.0,89.0,103.0,53.0,132.0,68.5,27.3
Gerald Wallace,28.0,48.0,1872.0,0.433,0.456,0.33,0.46299999999999997,0.7390000000000001,0.53,0.488,0.182,94.0,94.0,92.0,93.0,97.0,98.0,163.0,82.0,-41.1,-16.5
Gerald Henderson,23.0,68.0,1661.0,0.45399999999999996,0.47200000000000003,0.19399999999999998,0.461,0.785,0.509,0.28600000000000003,0.063,99.0,97.0,54.0,92.0,103.0,94.0,95.0,28.0,-43.1,-41.9
Kwame Brown,28.0,66.0,1714.0,0.517,0.517,,0.517,0.589,0.55,0.616,0.0,113.0,106.0,,104.0,77.0,102.0,205.0,,14.2,7.9
Shaun Livingston,25.0,73.0,1261.0,0.466,0.46799999999999997,0.25,0.467,0.8640000000000001,0.53,0.315,0.01,102.0,96.0,70.0,94.0,113.0,98.0,105.0,5.0,-24.7,-10.4
Tyrus Thomas,24.0,41.0,861.0,0.47100000000000003,0.47600000000000003,0.0,0.47100000000000003,0.787,0.536,0.41100000000000003,0.009000000000000001,103.0,98.0,,95.0,103.0,99.0,137.0,4.0,-17.9,-4.2
Nazr Mohammed,33.0,51.0,851.0,0.502,0.503,0.0,0.502,0.591,0.52,0.278,0.003,109.0,103.0,,101.0,77.0,96.0,93.0,1.0,2.0,-15.2
Matt Carroll,30.0,54.0,582.0,0.447,0.47100000000000003,0.37,0.49,0.769,0.53,0.261,0.231,98.0,97.0,103.0,98.0,101.0,98.0,87.0,104.0,-3.3,-5.3
D.J. White,24.0,24.0,466.0,0.526,0.5329999999999999,0.0,0.526,0.759,0.5710000000000001,0.35100000000000003,0.013000000000000001,115.0,109.0,,106.0,99.0,105.0,117.0,6.0,8.5,10.5
Dante Cunningham,23.0,22.0,529.0,0.508,0.529,0.111,0.511,0.765,0.525,0.094,0.05,111.0,109.0,31.0,103.0,100.0,97.0,31.0,22.0,4.6,-6.1
Dominic McGuire,25.0,52.0,760.0,0.396,0.4,0.0,0.396,0.769,0.43700000000000006,0.214,0.011000000000000001,86.0,82.0,,79.0,101.0,81.0,71.0,5.0,-37.4,-41.7
Derrick Brown,23.0,41.0,488.0,0.5489999999999999,0.561,0.33299999999999996,0.5579999999999999,0.532,0.565,0.41600000000000004,0.053,120.0,115.0,93.0,112.0,70.0,104.0,139.0,24.0,13.4,6.2
Eduardo Nájera,34.0,31.0,372.0,0.361,0.395,0.324,0.43799999999999994,0.545,0.449,0.153,0.47200000000000003,79.0,81.0,90.0,88.0,71.0,83.0,51.0,213.0,-8.8,-14.2
Garrett Temple,24.0,12.0,126.0,0.28600000000000003,0.312,0.26899999999999996,0.369,0.636,0.406,0.262,0.619,62.0,64.0,75.0,74.0,83.0,75.0,87.0,279.0,-10.9,-12.7
DeSagana Diop,29.0,16.0,181.0,0.33299999999999996,0.33299999999999996,,0.33299999999999996,0.364,0.34700000000000003,0.45799999999999996,0.0,73.0,68.0,,67.0,48.0,64.0,153.0,,-7.9,-11.2
Sherron Collins,23.0,20.0,66.0,0.28,0.33299999999999996,0.2,0.32,1.0,0.33399999999999996,0.04,0.4,61.0,68.0,56.0,64.0,131.0,62.0,13.0,180.0,-8.9,-10.5
Joel Przybilla,31.0,5.0,74.0,0.4,0.4,,0.4,0.25,0.38299999999999995,0.4,0.0,87.0,82.0,,80.0,33.0,71.0,133.0,,-2.0,-3.7
Team,,,,0.445,0.47600000000000003,0.33,0.48,0.778,0.527,0.301,0.212,97.0,98.0,92.0,96.0,102.0,97.0,100.0,96.0,-179.7,-157.1
League Average,,,,0.45899999999999996,0.48700000000000004,0.358,0.498,0.763,0.541,0.3,0.222,,,,,,,,,,
