PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Al Jefferson,26.0,82.0,2940.0,0.496,0.496,,0.496,0.7609999999999999,0.528,0.21899999999999997,0.0,108.0,102.0,,99.0,100.0,98.0,73.0,,-6.7,-37.9
Paul Millsap,25.0,76.0,2605.0,0.531,0.535,0.391,0.536,0.757,0.578,0.342,0.023,116.0,110.0,109.0,108.0,99.0,107.0,114.0,10.0,74.2,84.1
Deron Williams,26.0,53.0,2009.0,0.45799999999999996,0.511,0.345,0.513,0.853,0.5870000000000001,0.439,0.32,100.0,105.0,96.0,103.0,112.0,108.0,146.0,144.0,23.6,87.6
C.J. Miles,23.0,78.0,1969.0,0.40700000000000003,0.45899999999999996,0.322,0.46799999999999997,0.8109999999999999,0.507,0.218,0.377,89.0,94.0,90.0,94.0,106.0,94.0,73.0,170.0,-55.0,-66.8
Andrei Kirilenko,29.0,64.0,1999.0,0.467,0.489,0.36700000000000005,0.5,0.77,0.568,0.498,0.18100000000000002,102.0,100.0,102.0,100.0,101.0,105.0,166.0,82.0,1.8,34.5
Raja Bell,34.0,68.0,2097.0,0.409,0.449,0.35200000000000004,0.48200000000000004,0.892,0.528,0.218,0.413,89.0,92.0,98.0,97.0,117.0,98.0,73.0,186.0,-15.5,-13.3
Gordon Hayward,20.0,72.0,1218.0,0.485,0.489,0.473,0.544,0.711,0.578,0.331,0.253,106.0,100.0,132.0,109.0,93.0,107.0,110.0,114.0,27.0,24.5
Earl Watson,31.0,80.0,1567.0,0.41,0.45,0.336,0.469,0.6709999999999999,0.5,0.267,0.348,89.0,92.0,94.0,94.0,88.0,92.0,89.0,157.0,-18.0,-28.5
Devin Harris,27.0,17.0,530.0,0.413,0.44299999999999995,0.35700000000000004,0.475,0.81,0.552,0.473,0.348,90.0,91.0,100.0,95.0,106.0,102.0,158.0,157.0,-9.3,5.1
Ronnie Price,27.0,59.0,717.0,0.35200000000000004,0.38299999999999995,0.29,0.4,0.7440000000000001,0.434,0.18600000000000003,0.32899999999999996,77.0,79.0,81.0,80.0,97.0,80.0,62.0,148.0,-41.3,-49.0
Derrick Favors,19.0,22.0,444.0,0.529,0.529,,0.529,0.561,0.545,0.40700000000000003,0.0,115.0,109.0,,106.0,74.0,101.0,136.0,,8.5,1.2
Jeremy Evans,23.0,49.0,463.0,0.6609999999999999,0.667,0.0,0.6609999999999999,0.703,0.6779999999999999,0.322,0.009000000000000001,144.0,137.0,,133.0,92.0,125.0,107.0,4.0,37.4,35.8
Francisco Elson,34.0,62.0,610.0,0.478,0.478,,0.478,0.8390000000000001,0.529,0.27399999999999997,0.0,104.0,98.0,,96.0,110.0,98.0,91.0,,-4.6,-3.1
Kyrylo Fesenko,24.0,53.0,456.0,0.44,0.444,0.0,0.44,0.391,0.441,0.46,0.01,96.0,91.0,,88.0,51.0,81.0,153.0,5.0,-11.7,-24.2
Mehmet Okur,31.0,13.0,168.0,0.355,0.37,0.312,0.395,0.75,0.452,0.32299999999999995,0.258,77.0,76.0,87.0,79.0,98.0,83.0,108.0,116.0,-12.8,-12.7
Kyle Weaver,24.0,5.0,69.0,0.36,0.33299999999999996,0.429,0.42,0.875,0.491,0.32,0.28,78.0,68.0,120.0,84.0,115.0,91.0,107.0,126.0,-3.9,-2.9
Marcus Cousin,24.0,4.0,18.0,0.667,0.667,,0.667,,0.667,0.0,0.0,145.0,137.0,,134.0,,123.0,,,1.0,0.8
Team,,,,0.466,0.491,0.34600000000000003,0.496,0.758,0.537,0.28600000000000003,0.171,102.0,101.0,96.0,99.0,99.0,99.0,95.0,77.0,-28.1,-58.7
League Average,,,,0.45899999999999996,0.48700000000000004,0.358,0.498,0.763,0.541,0.3,0.222,,,,,,,,,,
