PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Kevin Durant,22.0,78.0,3038.0,0.462,0.504,0.35,0.509,0.88,0.589,0.439,0.26899999999999996,101.0,103.0,98.0,102.0,115.0,109.0,146.0,121.0,34.0,174.0
Russell Westbrook,22.0,82.0,2847.0,0.442,0.451,0.33,0.45399999999999996,0.8420000000000001,0.5379999999999999,0.45399999999999996,0.07400000000000001,96.0,93.0,92.0,91.0,110.0,99.0,151.0,33.0,-123.4,-12.8
James Harden,21.0,82.0,2189.0,0.436,0.514,0.349,0.518,0.843,0.598,0.501,0.474,95.0,105.0,97.0,104.0,110.0,110.0,167.0,214.0,27.2,93.9
Serge Ibaka,21.0,82.0,2216.0,0.5429999999999999,0.544,0.0,0.5429999999999999,0.75,0.579,0.298,0.002,118.0,112.0,,109.0,98.0,107.0,99.0,1.0,55.0,52.2
Jeff Green,24.0,49.0,1815.0,0.43700000000000006,0.493,0.304,0.48200000000000004,0.818,0.5329999999999999,0.293,0.298,95.0,101.0,85.0,97.0,107.0,98.0,98.0,134.0,-20.0,-11.4
Thabo Sefolosha,26.0,79.0,2049.0,0.47100000000000003,0.5579999999999999,0.275,0.514,0.747,0.545,0.237,0.306,103.0,115.0,77.0,103.0,98.0,101.0,79.0,138.0,10.1,2.8
Nenad Krstić,27.0,47.0,1018.0,0.498,0.498,,0.498,0.8029999999999999,0.534,0.21600000000000003,0.0,109.0,102.0,,100.0,105.0,99.0,72.0,,0.0,-4.7
Eric Maynor,23.0,82.0,1200.0,0.402,0.409,0.385,0.45799999999999996,0.7290000000000001,0.485,0.177,0.28800000000000003,88.0,84.0,108.0,92.0,95.0,90.0,59.0,130.0,-26.9,-40.7
Nick Collison,30.0,71.0,1524.0,0.5660000000000001,0.5660000000000001,,0.5660000000000001,0.753,0.6,0.302,0.0,123.0,116.0,,114.0,99.0,111.0,101.0,,32.8,32.2
Daequan Cook,23.0,43.0,598.0,0.436,0.518,0.42200000000000004,0.616,0.8,0.63,0.111,0.851,95.0,106.0,118.0,124.0,105.0,116.0,37.0,384.0,42.6,33.5
Nazr Mohammed,33.0,24.0,429.0,0.573,0.573,,0.573,0.625,0.583,0.183,0.0,125.0,118.0,,115.0,82.0,108.0,61.0,,19.4,11.7
Kendrick Perkins,26.0,17.0,429.0,0.493,0.493,,0.493,0.531,0.511,0.451,0.0,107.0,101.0,,99.0,70.0,94.0,150.0,,-0.8,-5.1
D.J. White,24.0,23.0,219.0,0.462,0.462,,0.462,0.5,0.46799999999999997,0.154,0.0,101.0,95.0,,93.0,65.0,86.0,51.0,,-4.8,-10.1
Royal Ivey,29.0,25.0,155.0,0.42100000000000004,0.409,0.43799999999999994,0.513,1.0,0.527,0.053,0.42100000000000004,92.0,84.0,122.0,103.0,131.0,97.0,18.0,190.0,1.1,-1.1
Byron Mullens,21.0,13.0,85.0,0.321,0.321,,0.321,0.5,0.366,0.5,0.0,70.0,66.0,,64.0,65.0,68.0,167.0,,-9.9,-12.0
Cole Aldrich,22.0,18.0,142.0,0.5329999999999999,0.5329999999999999,,0.5329999999999999,0.5,0.537,0.267,0.0,116.0,109.0,,107.0,65.0,99.0,89.0,,1.0,-0.1
Nate Robinson,26.0,4.0,30.0,0.267,0.28600000000000003,0.25,0.33299999999999996,0.75,0.38799999999999996,0.267,0.5329999999999999,58.0,59.0,70.0,67.0,98.0,72.0,89.0,240.0,-5.0,-5.1
Morris Peterson,33.0,4.0,23.0,0.4,0.5,0.0,0.4,,0.4,0.0,0.2,87.0,103.0,,80.0,,74.0,,90.0,-1.0,-1.4
Team,,,,0.46299999999999997,0.494,0.354,0.502,0.833,0.5670000000000001,0.386,0.22399999999999998,101.0,101.0,99.0,101.0,109.0,105.0,129.0,101.0,42.7,320.5
League Average,,,,0.45899999999999996,0.48700000000000004,0.358,0.498,0.763,0.541,0.3,0.222,,,,,,,,,,
