Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1992,20,95,NYK,New York Knicks,24.0,NBA,PG,82.0,1510.0,10.6,0.44,0.13,0.36,2.5,7.7,5.2,28.6,2.0,0.4,16.3,17.4,,0.2,2.0,2.2,0.07,,-2.7,0.8,-1.9,0.0
1993,20,95,NYK,New York Knicks,25.0,NBA,PG,70.0,1699.0,13.7,0.47,0.07,0.38,2.8,8.1,5.6,33.3,3.4,0.5,17.5,15.1,,1.0,3.6,4.6,0.13,,-0.6,3.3,2.7,2.0
1994,20,95,NYK,New York Knicks,26.0,NBA,PG,80.0,1994.0,13.0,0.49,0.28,0.29,2.5,8.1,5.4,27.3,3.0,0.5,16.5,17.0,,1.6,3.9,5.5,0.13,,-0.8,2.4,1.6,1.8
1995,20,95,NYK,New York Knicks,27.0,NBA,PG,61.0,943.0,15.0,0.57,0.53,0.26,0.9,6.8,4.0,27.4,2.8,0.6,14.9,18.6,,1.5,1.4,2.9,0.15,,0.9,1.7,2.5,1.1
1996,15,95,VAN,Vancouver Grizzlies,28.0,NBA,PG,69.0,2096.0,18.6,0.53,0.35,0.38,1.6,8.4,4.9,41.9,2.9,0.4,14.9,23.3,,2.9,1.9,4.8,0.11,,2.6,0.4,2.9,2.6
1997,15,95,VAN,Vancouver Grizzlies,29.0,NBA,PG,65.0,1863.0,16.6,0.53,0.47,0.35,1.5,10.0,5.7,36.1,3.8,0.2,18.1,17.8,,2.3,1.2,3.5,0.09,,0.9,0.5,1.5,1.6
1998,21,95,SEA,Seattle Supersonics,30.0,NBA,PG,80.0,1021.0,16.8,0.55,0.46,0.23,2.1,10.7,6.5,32.1,3.4,0.2,19.1,21.6,,1.4,1.3,2.7,0.13,,1.8,0.8,2.5,1.2
1999,25,95,POR,Portland Trail Blazers,31.0,NBA,PG,50.0,806.0,16.6,0.55,0.5,0.36,2.1,6.8,4.5,21.1,4.4,0.3,15.9,19.6,,1.3,1.5,2.8,0.16,,0.9,3.1,4.1,1.2
2001,25,95,POR,Portland Trail Blazers,33.0,NBA,PG,58.0,856.0,12.0,0.52,0.63,0.14,3.0,5.4,4.3,14.8,2.5,0.3,13.8,16.9,,0.9,0.7,1.6,0.09,,0.0,0.1,0.1,0.5
2002,31,95,TOT,Total After Trade,34.0,NBA,PG,60.0,1514.0,12.6,0.46,0.34,0.19,1.7,8.5,5.1,30.8,2.7,0.2,15.4,18.6,,0.2,0.9,1.1,0.04,,-1.4,-0.4,-1.9,0.1
2002,5,95,CHI,Charlotte Bobcats,34.0,NBA,PG,36.0,961.0,14.2,0.48,0.31,0.24,1.9,9.0,5.3,35.7,2.7,0.3,15.4,18.0,,0.6,0.6,1.2,0.06,,-0.3,-0.2,-0.5,0.4
2002,17,95,MIL,Milwaukee Bucks,34.0,NBA,PG,24.0,553.0,10.0,0.44,0.39,0.11,1.3,7.6,4.6,22.4,2.7,0.1,15.4,19.7,,-0.4,0.3,0.0,-0.0,,-3.4,-0.8,-4.2,-0.3
