Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2009,16,203,MIA,Miami Heat,Michael Beasley,"January 9, 1989",20.0,NBA,PF,81.0,2009.0,17.2,0.53,0.08,0.25,6.5,19.8,13.1,7.7,1.1,1.5,10.2,27.7,1.2,2.2,3.4,0.08,-0.2,-1.5,-1.7,0.1
2010,16,203,MIA,Miami Heat,Michael Beasley,"January 9, 1989",21.0,NBA,PF,78.0,2328.0,16.1,0.5,0.1,0.23,6.3,18.8,12.6,7.8,1.8,1.7,10.3,25.8,0.8,3.8,4.6,0.1,-0.9,0.1,-0.8,0.7
2011,18,203,MIN,Minnesota Timberwolves,Michael Beasley,"January 9, 1989",22.0,NBA,SF,73.0,2361.0,15.5,0.51,0.13,0.23,5.4,14.1,9.6,12.3,1.1,1.7,12.4,28.3,0.7,1.0,1.7,0.04,0.0,-1.8,-1.8,0.1
2012,18,203,MIN,Minnesota Timberwolves,Michael Beasley,"January 9, 1989",23.0,NBA,SF,47.0,1087.0,13.0,0.5,0.2,0.19,4.0,17.2,10.6,7.7,0.9,1.2,12.9,25.3,-0.3,0.8,0.5,0.02,-1.2,-0.9,-2.1,0.0
2013,24,203,PHO,Phoenix Suns,Michael Beasley,"January 9, 1989",24.0,NBA,SF,75.0,1554.0,10.8,0.46,0.19,0.16,3.7,17.2,10.3,12.5,1.0,1.6,14.9,27.6,-2.5,1.0,-1.5,-0.05,-2.7,-2.0,-4.7,-1.1
2014,16,203,MIA,Miami Heat,Michael Beasley,"January 9, 1989",25.0,NBA,SF,55.0,831.0,16.8,0.56,0.15,0.22,4.9,20.5,13.0,8.8,1.5,2.2,12.8,25.7,0.5,1.1,1.6,0.09,-1.1,-0.9,-2.0,0.0
2015,16,203,MIA,Miami Heat,Michael Beasley,"January 9, 1989",26.0,NBA,PF,24.0,505.0,10.6,0.47,0.16,0.12,2.9,17.9,10.6,11.5,1.6,2.2,14.2,24.2,-0.6,0.5,-0.1,-0.01,-4.2,-0.3,-4.5,-0.3
2016,11,203,HOU,Houston Rockets,Michael Beasley,"January 9, 1989",27.0,NBA,PF,20.0,363.0,22.5,0.56,0.04,0.24,8.8,21.1,14.9,9.1,1.5,2.1,9.6,29.7,0.6,0.3,1.0,0.13,2.2,-1.2,0.9,0.3
2017,17,203,MIL,Milwaukee Bucks,Michael Beasley,"January 9, 1989",28.0,NBA,PF,56.0,935.0,17.8,0.58,0.11,0.26,5.0,18.9,12.0,9.9,1.5,2.5,12.7,25.3,0.8,1.0,1.8,0.09,0.0,-0.8,-0.8,0.3
2018,20,203,NYK,New York Knicks,Michael Beasley,"January 9, 1989",29.0,NBA,PF,74.0,1653.0,17.8,0.56,0.11,0.2,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,0.07,0.6,-0.8,-0.2,0.7
2019,14,203,LAL,Los Angeles Lakers,Michael Beasley,"January 9, 1989",30.0,NBA,PF,26.0,277.0,15.9,0.53,0.11,0.26,4.9,17.2,11.2,14.8,1.5,3.0,13.7,29.5,-0.1,0.4,0.2,0.04,-1.9,0.5,-1.5,0.0
