Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
2001,27,SAS,San Antonio Spurs,29.5,58.0,24.0,63,19,7.76,0.16,7.92,106.6,98.0,8.6,89.6,0.37,0.18,0.54,0.5,13.6,27.1,0.27,73.7,Alamodome,913176,22273
2001,26,SAC,Sacramento Kings,27.1,55.0,27.0,57,25,5.82,0.25,6.07,105.6,99.6,6.0,94.4,0.3,0.19,0.53,0.48,13.4,27.2,0.23,70.7,ARCO Arena (II),709997,17317
2001,29,UTA,Utah Jazz,32.0,53.0,29.0,55,27,4.7,0.31,5.0,107.6,102.4,5.2,89.8,0.36,0.14,0.55,0.5,15.1,30.2,0.27,73.2,Delta Center,792196,19322
2001,7,DAL,Dallas Mavericks,26.6,53.0,29.0,53,29,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.29,0.2,0.54,0.5,13.1,24.1,0.23,70.7,Reunion Arena,680238,16591
2001,25,POR,Portland Trail Blazers,30.1,50.0,32.0,53,29,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.3,0.16,0.54,0.5,14.8,30.0,0.22,72.4,Rose Garden Arena,831376,20277
2001,14,LAL,Los Angeles Lakers,29.2,56.0,26.0,51,31,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.35,0.19,0.54,0.5,13.3,31.1,0.24,72.5,STAPLES Center,776336,18935
2001,23,PHI,Philadelphia 76Ers,28.2,56.0,26.0,54,28,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.35,0.12,0.52,0.47,14.7,31.2,0.26,72.5,First Union Center,805692,19651
2001,17,MIL,Milwaukee Bucks,28.2,52.0,30.0,52,30,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.28,0.22,0.54,0.5,12.8,28.1,0.22,71.1,Bradley Center,683125,16662
2001,11,HOU,Houston Rockets,26.7,45.0,37.0,48,34,2.29,0.42,2.71,106.7,104.2,2.5,90.4,0.32,0.22,0.54,0.49,14.0,27.5,0.24,71.9,Compaq Center,518555,12648
2001,24,PHO,Phoenix Suns,28.6,51.0,31.0,48,34,2.21,0.42,2.63,100.3,98.0,2.3,93.1,0.29,0.16,0.51,0.46,14.1,27.3,0.22,73.7,America West Arena,737586,17990
2001,20,NYK,New York Knicks,29.8,48.0,34.0,50,32,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.28,0.18,0.52,0.48,14.6,24.2,0.22,74.3,Madison Square Garden (IV),810283,19763
2001,18,MIN,Minnesota Timberwolves,27.4,47.0,35.0,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.25,0.13,0.52,0.48,13.0,28.6,0.2,71.9,Target Center,717371,17497
2001,16,MIA,Miami Heat,30.9,50.0,32.0,48,34,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.3,0.22,0.52,0.47,13.7,24.3,0.23,72.7,AmericanAirlines Arena,678186,16541
2001,28,TOR,Toronto Raptors,29.9,47.0,35.0,48,34,2.26,-0.57,1.69,105.9,103.4,2.5,90.9,0.28,0.17,0.51,0.47,12.1,30.8,0.21,73.2,Air Canada Centre,793256,19348
2001,4,CHO,Charlotte Hornets,28.2,46.0,36.0,48,34,2.1,-0.65,1.45,101.8,99.5,2.3,89.4,0.33,0.15,0.51,0.46,13.7,29.8,0.25,74.5,Charlotte Coliseum,615424,15010
2001,21,SEA,Seattle Supersonics,27.9,44.0,38.0,41,41,0.02,0.52,0.55,105.6,105.6,0.0,91.6,0.3,0.18,0.53,0.49,14.3,29.1,0.22,69.8,KeyArena at Seattle Center,640847,15630
2001,22,ORL,Orlando Magic,26.0,43.0,39.0,44,38,0.99,-0.6,0.39,103.2,102.1,1.1,93.2,0.3,0.2,0.51,0.47,13.8,29.1,0.22,69.8,TD Waterhouse Centre,605031,14757
2001,12,IND,Indiana Pacers,27.7,41.0,41.0,40,42,-0.2,-0.57,-0.77,102.0,102.2,-0.2,89.4,0.31,0.18,0.52,0.47,14.5,27.0,0.24,71.4,Conseco Fieldhouse,731800,17849
2001,8,DEN,Denver Nuggets,27.9,40.0,42.0,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,0.29,0.21,0.51,0.47,12.8,28.3,0.21,71.8,Pepsi Center,619300,15105
2001,9,DET,Detroit Pistons,27.1,32.0,50.0,36,46,-1.7,-0.39,-2.08,100.0,101.8,-1.8,94.7,0.32,0.16,0.5,0.45,14.2,29.3,0.23,72.2,The Palace of Auburn Hills,607323,14813
2001,13,LAC,Los Angeles Clippers,24.3,31.0,51.0,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,0.32,0.16,0.51,0.48,14.9,28.3,0.22,71.1,STAPLES Center,601587,14673
2001,2,BOS,Boston Celtics,25.9,36.0,46.0,35,47,-2.13,-0.26,-2.4,101.4,103.7,-2.3,92.6,0.34,0.25,0.52,0.47,14.7,25.3,0.25,72.7,FleetCenter,629201,15346
2001,6,CLE,Cleveland Cavaliers,26.9,30.0,52.0,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,0.31,0.1,0.51,0.46,15.4,29.7,0.24,71.1,Gund Arena,650775,15873
2001,15,VAN,Vancouver Grizzlies,26.2,23.0,59.0,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,0.29,0.14,0.51,0.46,14.9,26.1,0.22,69.8,General Motors Place,563218,13737
2001,3,NJN,New Jersey Nets,27.5,26.0,56.0,26,56,-5.05,-0.25,-5.3,100.0,105.5,-5.5,91.8,0.33,0.16,0.5,0.45,13.9,25.7,0.25,70.0,Continental Airlines Arena,556573,13575
2001,1,ALT,Atlanta Hawks,26.1,25.0,57.0,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,0.27,0.14,0.5,0.46,15.5,28.9,0.21,70.8,Philips Arena,560330,13667
2001,30,WAS,Washington Wizards,27.0,19.0,63.0,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,0.35,0.13,0.51,0.46,15.7,29.7,0.26,71.8,MCI Center,638653,15577
2001,10,GSW,Golden State Warriors,26.6,17.0,65.0,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,0.28,0.13,0.47,0.43,13.9,33.3,0.2,69.7,The Arena in Oakland,591981,14439
