Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3085,185.0,11.0,12.71,2.11,4.11,0.51,0.0,0.01,0,2.11,4.09,0.52,0.51,0.78,1.09,0.71,0.76,1.99,2.79,0.44,0.32,0.39,0.31,1.21,5.0
