PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Al Jefferson,23.0,82,82.0,2919,721,1441,0.5,0,5,0.0,721,1436,0.502,0.5,284,394,0.721,308,603,911,117,74,119,167,222,1726
Ryan Gomes,25.0,82,74.0,2434,392,857,0.457,59,179,0.33,333,678,0.491,0.49200000000000005,190,229,0.83,133,342,475,145,65,10,96,154,1033
Marko Jarić,29.0,75,56.0,2189,227,528,0.43,46,127,0.36200000000000004,181,401,0.451,0.473,121,163,0.742,38,184,222,311,97,32,128,180,621
Rashad McCants,23.0,75,24.0,2020,428,944,0.45299999999999996,142,349,0.40700000000000003,286,595,0.48100000000000004,0.529,116,155,0.748,50,156,206,162,66,18,172,234,1114
Sebastian Telfair,22.0,60,51.0,1933,223,556,0.401,32,114,0.281,191,442,0.43200000000000005,0.43,78,105,0.743,16,119,135,355,59,11,111,171,556
Corey Brewer,21.0,79,35.0,1803,182,486,0.374,7,36,0.19399999999999998,175,450,0.389,0.382,88,110,0.8,82,210,292,111,76,25,89,188,459
Craig Smith,24.0,77,11.0,1547,297,528,0.563,0,9,0.0,297,519,0.5720000000000001,0.563,133,200,0.665,123,230,353,60,36,17,89,217,727
Randy Foye,24.0,39,31.0,1259,198,462,0.429,61,148,0.41200000000000003,137,314,0.436,0.495,53,65,0.815,13,115,128,164,36,3,79,102,510
Antoine Walker,31.0,46,1.0,892,136,375,0.363,61,188,0.324,75,187,0.401,0.444,35,66,0.53,56,112,168,45,33,8,46,80,368
Kirk Snyder,24.0,27,18.0,680,83,161,0.516,3,14,0.214,80,147,0.544,0.525,58,77,0.753,25,89,114,56,19,14,48,49,227
Chris Richard,23.0,52,3.0,556,41,87,0.47100000000000003,0,0,,41,87,0.47100000000000003,0.47100000000000003,16,27,0.593,52,83,135,18,10,12,24,83,98
Greg Buckner,31.0,31,4.0,520,45,117,0.385,15,50,0.3,30,67,0.44799999999999995,0.449,19,22,0.8640000000000001,10,55,65,39,21,2,29,63,124
Gerald Green,22.0,29,0.0,358,49,148,0.331,15,39,0.385,34,109,0.312,0.382,34,41,0.8290000000000001,11,51,62,29,8,4,32,43,147
Michael Doleac,30.0,24,8.0,257,28,63,0.444,0,0,,28,63,0.444,0.444,1,2,0.5,16,33,49,7,10,10,12,44,57
Theo Ratliff,34.0,10,6.0,214,23,45,0.511,0,1,0.0,23,44,0.523,0.511,17,25,0.68,13,26,39,7,3,19,12,30,63
Mark Madsen,32.0,20,6.0,151,3,19,0.158,0,0,,3,19,0.158,0.158,3,12,0.25,18,20,38,4,3,2,9,25,9
Team Totals,,82,,19730,3076,6817,0.451,441,1259,0.35,2635,5558,0.474,0.484,1246,1693,0.736,964,2428,3392,1630,616,306,1188,1885,7839
