PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kirk Hinrich,27.0,75,72.0,2380,330,797,0.414,84,240,0.35,246,557,0.442,0.467,118,142,0.831,28,216,244,452,87,19,157,224,862
Ben Gordon,24.0,72,27.0,2291,464,1069,0.434,142,346,0.41,322,723,0.445,0.5,266,293,0.9079999999999999,40,181,221,213,55,8,150,171,1336
Luol Deng,22.0,63,59.0,2128,429,896,0.479,8,22,0.364,421,874,0.48200000000000004,0.483,204,265,0.77,136,258,394,155,57,29,120,117,1070
Andrés Nocioni,28.0,82,27.0,2021,379,877,0.43200000000000005,126,346,0.364,253,531,0.47600000000000003,0.504,196,243,0.807,48,294,342,95,25,43,133,245,1080
Ben Wallace,33.0,50,50.0,1627,101,271,0.373,0,4,0.0,101,267,0.37799999999999995,0.373,53,125,0.424,175,266,441,92,69,80,49,86,255
Joakim Noah,22.0,74,31.0,1534,177,367,0.48200000000000004,0,1,0.0,177,366,0.484,0.48200000000000004,134,194,0.691,174,242,416,84,68,64,89,173,488
Chris Duhon,25.0,66,18.0,1490,133,344,0.387,54,155,0.348,79,189,0.418,0.465,65,80,0.813,19,97,116,263,48,2,71,92,385
Thabo Sefolosha,23.0,69,22.0,1436,180,421,0.428,29,88,0.33,151,333,0.45299999999999996,0.462,75,104,0.721,50,205,255,129,61,30,93,128,464
Tyrus Thomas,21.0,74,27.0,1330,186,440,0.423,1,6,0.16699999999999998,185,434,0.426,0.424,129,174,0.741,102,240,342,90,48,72,77,170,502
Joe Smith,32.0,50,35.0,1146,225,483,0.466,0,1,0.0,225,482,0.467,0.466,109,135,0.807,108,157,265,47,25,31,49,113,559
Larry Hughes,29.0,28,25.0,810,125,323,0.387,24,68,0.353,101,255,0.396,0.424,62,80,0.775,12,75,87,87,39,6,44,48,336
Aaron Gray,23.0,61,1.0,613,103,204,0.505,0,1,0.0,103,203,0.507,0.505,56,99,0.5660000000000001,70,98,168,41,21,16,57,117,262
Drew Gooden,26.0,18,14.0,558,100,217,0.461,0,3,0.0,100,214,0.467,0.461,52,64,0.813,58,109,167,31,13,23,31,59,252
Adrian Griffin,33.0,22,2.0,222,24,60,0.4,0,0,,24,60,0.4,0.4,3,7,0.429,19,18,37,22,12,1,16,19,51
Viktor Khryapa,25.0,9,0.0,105,12,31,0.387,0,1,0.0,12,30,0.4,0.387,8,14,0.5710000000000001,6,14,20,8,6,0,6,11,32
Thomas Gardner,22.0,4,0.0,45,9,23,0.391,3,12,0.25,6,11,0.545,0.457,0,2,0.0,3,1,4,1,0,0,4,4,21
Demetris Nichols,23.0,11,0.0,30,5,15,0.33299999999999996,3,10,0.3,2,5,0.4,0.433,0,0,,0,4,4,1,0,3,2,4,13
Shannon Brown,22.0,6,0.0,22,3,15,0.2,0,1,0.0,3,14,0.214,0.2,3,6,0.5,1,1,2,0,1,2,5,2,9
Cedric Simmons,22.0,7,0.0,19,2,8,0.25,0,0,,2,8,0.25,0.25,0,2,0.0,1,2,3,0,0,0,2,1,4
Team Totals,,82,,19805,2987,6861,0.435,474,1305,0.363,2513,5556,0.452,0.47,1533,2029,0.7559999999999999,1050,2478,3528,1811,635,429,1197,1784,7981
