PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jason Richardson,27.0,82,82.0,3149,648,1468,0.441,243,599,0.406,405,869,0.466,0.524,249,331,0.752,80,361,441,258,116,57,166,241,1788
Raymond Felton,23.0,79,79.0,2972,412,997,0.413,56,200,0.28,356,797,0.447,0.441,260,325,0.8,37,199,236,583,96,12,213,184,1140
Emeka Okafor,25.0,82,82.0,2718,460,860,0.535,0,0,,460,860,0.535,0.535,213,374,0.57,255,621,876,70,62,138,164,241,1133
Gerald Wallace,25.0,62,59.0,2376,408,908,0.449,71,221,0.321,337,687,0.491,0.488,313,428,0.731,58,315,373,216,131,58,180,189,1200
Matt Carroll,27.0,80,18.0,2016,252,589,0.428,105,241,0.436,147,348,0.42200000000000004,0.517,111,138,0.804,33,193,226,73,46,19,58,187,720
Nazr Mohammed,30.0,61,29.0,1422,244,469,0.52,0,0,,244,469,0.52,0.52,82,133,0.617,165,256,421,66,38,52,90,194,570
Jeff McInnis,33.0,54,26.0,1410,108,249,0.434,3,19,0.158,105,230,0.457,0.44,23,30,0.767,16,80,96,220,23,3,76,120,242
Jared Dudley,22.0,73,14.0,1384,163,348,0.46799999999999997,9,41,0.22,154,307,0.502,0.48100000000000004,87,118,0.737,121,165,286,81,55,10,50,128,422
Earl Boykins,31.0,36,0.0,577,61,172,0.355,14,44,0.318,47,128,0.36700000000000005,0.395,49,59,0.831,9,25,34,96,13,0,41,21,185
Ryan Hollins,23.0,60,1.0,532,46,94,0.489,0,0,,46,94,0.489,0.489,55,82,0.6709999999999999,53,54,107,14,10,30,25,96,147
Derek Anderson,33.0,28,0.0,396,47,125,0.376,19,52,0.365,28,73,0.384,0.452,28,38,0.737,9,43,52,44,12,1,25,49,141
Jermareo Davidson,23.0,38,2.0,322,51,125,0.408,0,0,,51,125,0.408,0.408,18,28,0.643,21,41,62,13,7,15,17,46,120
Primož Brezec,28.0,20,18.0,267,17,43,0.395,0,0,,17,43,0.395,0.395,3,5,0.6,14,30,44,6,0,3,15,35,37
Walter Herrmann,28.0,17,0.0,174,25,65,0.385,9,26,0.34600000000000003,16,39,0.41,0.45399999999999996,9,10,0.9,10,26,36,4,4,0,4,12,68
Othella Harrington,34.0,22,0.0,166,18,42,0.429,0,0,,18,42,0.429,0.429,10,16,0.625,11,31,42,4,1,4,11,34,46
Team Totals,,82,,19880,2960,6554,0.452,529,1443,0.36700000000000005,2431,5111,0.47600000000000003,0.49200000000000005,1510,2115,0.7140000000000001,892,2440,3332,1748,614,402,1204,1777,7959
