Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980,10,2617,GSW,Golden State Warriors,22.0,NBA,SF,62.0,,1636.0,461.0,916.0,0.5,0.0,6.0,0.0,461.0,910.0,0.51,0.5,134.0,165.0,0.81,119.0,197.0,316.0,123.0,63.0,9.0,122.0,186.0,1056.0,,0.0
1981,10,2617,GSW,Golden State Warriors,23.0,NBA,SF,79.0,,2309.0,549.0,1157.0,0.48,3.0,17.0,0.18,546.0,1140.0,0.48,0.48,168.0,205.0,0.82,151.0,240.0,391.0,249.0,78.0,19.0,143.0,244.0,1269.0,,1.0
1982,10,2617,GSW,Golden State Warriors,24.0,NBA,SF,76.0,8.0,1782.0,456.0,935.0,0.49,6.0,28.0,0.21,450.0,907.0,0.5,0.49,177.0,221.0,0.8,123.0,143.0,266.0,209.0,65.0,10.0,122.0,220.0,1095.0,,0.0
1983,10,2617,GSW,Golden State Warriors,25.0,NBA,SF,67.0,57.0,2397.0,589.0,1209.0,0.49,4.0,15.0,0.27,585.0,1194.0,0.49,0.49,255.0,308.0,0.83,145.0,209.0,354.0,228.0,94.0,14.0,194.0,242.0,1437.0,,0.0
1984,10,2617,GSW,Golden State Warriors,26.0,NBA,SF,79.0,76.0,2945.0,714.0,1509.0,0.47,22.0,72.0,0.31,692.0,1437.0,0.48,0.48,353.0,445.0,0.79,184.0,254.0,438.0,246.0,103.0,11.0,228.0,252.0,1803.0,,0.0
1985,10,2617,GSW,Golden State Warriors,27.0,NBA,SF,78.0,77.0,3081.0,819.0,1780.0,0.46,47.0,150.0,0.31,772.0,1630.0,0.47,0.47,501.0,613.0,0.82,157.0,241.0,398.0,234.0,116.0,27.0,241.0,255.0,2186.0,,0.0
1986,10,2617,GSW,Golden State Warriors,28.0,NBA,SF,64.0,63.0,2427.0,633.0,1313.0,0.48,15.0,49.0,0.31,618.0,1264.0,0.49,0.49,351.0,406.0,0.86,126.0,203.0,329.0,237.0,92.0,22.0,184.0,229.0,1632.0,,0.0
1987,10,2617,GSW,Golden State Warriors,29.0,NBA,SF,34.0,15.0,950.0,240.0,501.0,0.48,4.0,17.0,0.24,236.0,484.0,0.49,0.48,137.0,160.0,0.86,55.0,82.0,137.0,86.0,45.0,7.0,68.0,103.0,621.0,,0.0
1988,11,2617,HOU,Houston Rockets,30.0,NBA,SG,81.0,11.0,1949.0,474.0,986.0,0.48,5.0,21.0,0.24,469.0,965.0,0.49,0.48,206.0,240.0,0.86,71.0,151.0,222.0,162.0,58.0,14.0,118.0,197.0,1159.0,,0.0
1989,11,2617,HOU,Houston Rockets,31.0,NBA,SF,65.0,16.0,1157.0,198.0,480.0,0.41,9.0,33.0,0.27,189.0,447.0,0.42,0.42,77.0,89.0,0.86,65.0,114.0,179.0,107.0,44.0,13.0,70.0,116.0,482.0,,0.0
1990,3,2617,NJN,New Jersey Nets,32.0,NBA,SF,82.0,24.0,2213.0,432.0,950.0,0.46,10.0,35.0,0.29,422.0,915.0,0.46,0.46,198.0,237.0,0.84,101.0,147.0,248.0,145.0,66.0,20.0,119.0,202.0,1072.0,,0.0
