Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1983,9.0,2305,DET,Detroit Pistons,Ricky Pierce,"August 19, 1959",23.0,NBA,SG,39.0,1.0,265.0,5.6,15.1,0.38,0.2,1.2,0.14,5.5,13.9,0.4,3.1,5.5,0.56,2.6,3.4,6.0,2.4,1.4,0.7,3.1,7.2,14.5,,86.0,108.0
1984,13.0,2305,SDC,San Diego Clippers,Ricky Pierce,"August 19, 1959",24.0,NBA,SG,69.0,35.0,1280.0,9.9,21.1,0.47,0.0,0.3,0.0,9.9,20.8,0.48,5.5,6.4,0.86,2.2,2.8,5.0,2.2,1.0,0.5,3.0,5.3,25.4,,109.0,115.0
1985,17.0,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",25.0,NBA,SG,44.0,3.0,882.0,9.0,16.8,0.54,0.1,0.2,0.25,9.0,16.5,0.54,5.6,6.8,0.82,2.7,3.7,6.4,5.1,1.9,0.3,3.4,6.4,23.6,,117.0,106.0
1986,17.0,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",26.0,NBA,SG,81.0,8.0,2147.0,9.4,17.5,0.54,0.1,0.5,0.13,9.3,17.0,0.55,5.8,6.8,0.86,2.1,3.0,5.1,3.9,1.8,0.1,2.3,5.5,24.7,,122.0,106.0
1987,17.0,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",27.0,NBA,SG,79.0,31.0,2505.0,11.0,20.6,0.53,0.1,0.5,0.11,10.9,20.0,0.55,7.4,8.4,0.88,2.2,2.8,5.1,2.8,1.2,0.5,2.3,4.2,29.4,,122.0,110.0
1988,17.0,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",28.0,NBA,SG,37.0,0.0,965.0,12.6,24.8,0.51,0.2,0.7,0.21,12.5,24.1,0.52,5.5,6.2,0.88,1.5,2.7,4.2,3.7,1.1,0.4,2.9,4.8,30.9,,111.0,112.0
1989,17.0,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",29.0,NBA,SG,75.0,4.0,2078.0,12.4,23.9,0.52,0.2,0.8,0.22,12.2,23.0,0.53,6.0,7.0,0.86,1.9,2.7,4.6,3.7,1.8,0.4,2.6,4.5,30.9,,116.0,109.0
1990,17.0,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",30.0,NBA,SG,59.0,0.0,1709.0,14.4,28.3,0.51,1.3,3.8,0.35,13.1,24.5,0.54,8.8,10.5,0.84,1.8,3.0,4.8,3.8,1.4,0.2,3.7,4.5,38.9,,116.0,112.0
1991,31.0,2305,TOT,Total After Trade,Ricky Pierce,"August 19, 1959",31.0,NBA,SG,78.0,2.0,2167.0,12.9,26.6,0.48,1.1,2.7,0.4,11.9,24.0,0.5,9.9,10.9,0.91,1.5,2.9,4.4,3.9,1.4,0.3,3.4,3.9,36.8,,118.0,112.0
1991,17.0,2305,MIL,Milwaukee Bucks,Ricky Pierce,"August 19, 1959",31.0,NBA,SG,46.0,0.0,1327.0,13.5,27.1,0.5,1.4,3.5,0.4,12.1,23.6,0.51,10.6,11.7,0.91,1.4,3.0,4.4,3.6,1.4,0.4,3.5,3.4,39.0,,119.0,111.0
