Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1982,24,2109,PHO,Phoenix Suns,Larry Nance,"February 12, 1959",22.0,NBA,PF,80.0,0.0,1186.0,9.2,17.7,0.52,0.0,0.0,0.0,9.2,17.7,0.52,3.0,4.8,0.64,3.9,6.5,10.4,3.3,1.7,2.9,4.2,6.9,21.5,,101.0,101.0
1983,24,2109,PHO,Phoenix Suns,Larry Nance,"February 12, 1959",23.0,NBA,PF,82.0,82.0,2914.0,9.5,17.3,0.55,0.0,0.0,0.33,9.5,17.3,0.55,3.1,4.7,0.67,3.9,7.6,11.5,3.2,1.6,3.5,3.1,4.1,22.2,,111.0,98.0
1984,24,2109,PHO,Phoenix Suns,Larry Nance,"February 12, 1959",24.0,NBA,PF,82.0,82.0,2899.0,9.8,17.0,0.58,0.0,0.1,0.0,9.8,16.9,0.58,4.1,5.7,0.71,3.7,7.4,11.1,3.5,1.4,2.8,2.9,4.5,23.7,,118.0,106.0
1985,24,2109,PHO,Phoenix Suns,Larry Nance,"February 12, 1959",25.0,NBA,PF,61.0,55.0,2202.0,11.0,18.6,0.59,0.0,0.0,0.5,10.9,18.6,0.59,3.8,5.4,0.71,4.1,7.3,11.4,3.4,1.9,2.2,2.9,3.9,25.8,,117.0,104.0
1986,24,2109,PHO,Phoenix Suns,Larry Nance,"February 12, 1959",26.0,NBA,PF,73.0,69.0,2484.0,10.7,18.5,0.58,0.0,0.1,0.0,10.7,18.3,0.59,5.7,8.2,0.7,3.1,8.3,11.4,4.4,1.3,2.4,3.9,4.6,27.2,,115.0,105.0
1987,24,2109,PHO,Phoenix Suns,Larry Nance,"February 12, 1959",27.0,NBA,PF,69.0,67.0,2569.0,10.7,19.5,0.55,0.0,0.1,0.2,10.7,19.4,0.55,7.0,9.0,0.77,3.4,7.5,11.0,4.3,1.6,2.7,2.7,4.1,28.4,,122.0,108.0
1988,31,2109,TOT,Total After Trade,Larry Nance,"February 12, 1959",28.0,NBA,PF,67.0,60.0,2383.0,9.8,18.6,0.53,0.0,0.1,0.33,9.8,18.5,0.53,6.1,7.9,0.78,3.9,8.4,12.3,4.2,1.3,3.2,3.1,4.9,25.8,,116.0,107.0
1988,24,2109,PHO,Phoenix Suns,Larry Nance,"February 12, 1959",28.0,NBA,PF,40.0,34.0,1477.0,10.5,19.8,0.53,0.1,0.2,0.4,10.4,19.6,0.53,6.0,8.0,0.75,3.8,8.8,12.7,3.9,1.4,3.1,3.4,4.9,27.1,,113.0,108.0
1988,6,2109,CLE,Cleveland Cavaliers,Larry Nance,"February 12, 1959",28.0,NBA,PF,27.0,26.0,906.0,8.7,16.5,0.53,0.0,0.1,0.0,8.7,16.5,0.53,6.4,7.7,0.83,4.0,7.6,11.6,4.6,1.0,3.4,2.7,4.9,23.8,,121.0,105.0
1989,6,2109,CLE,Cleveland Cavaliers,Larry Nance,"February 12, 1959",29.0,NBA,PF,73.0,72.0,2526.0,9.6,17.8,0.54,0.0,0.1,0.0,9.6,17.8,0.54,5.2,6.5,0.8,3.0,8.2,11.3,3.1,1.1,4.0,2.3,3.6,24.4,,119.0,101.0
1990,6,2109,CLE,Cleveland Cavaliers,Larry Nance,"February 12, 1959",30.0,NBA,PF,62.0,53.0,2065.0,10.1,19.7,0.51,0.0,0.0,1.0,10.1,19.7,0.51,4.6,5.8,0.78,4.0,8.7,12.6,3.9,1.3,3.0,2.7,4.5,24.7,,113.0,105.0
1991,6,2109,CLE,Cleveland Cavaliers,Larry Nance,"February 12, 1959",31.0,NBA,PF,80.0,78.0,2927.0,10.9,20.9,0.52,0.0,0.1,0.25,10.9,20.7,0.53,4.6,5.7,0.8,3.5,8.4,11.8,4.1,1.1,3.4,2.3,3.8,26.5,,116.0,106.0
1992,6,2109,CLE,Cleveland Cavaliers,Larry Nance,"February 12, 1959",32.0,NBA,PF,81.0,81.0,2880.0,9.8,18.1,0.54,0.0,0.1,0.0,9.8,18.0,0.54,4.6,5.6,0.82,3.7,8.0,11.8,4.1,1.4,4.3,1.5,3.5,24.1,,125.0,105.0
1993,6,2109,CLE,Cleveland Cavaliers,Larry Nance,"February 12, 1959",33.0,NBA,PF,77.0,77.0,2753.0,9.8,17.9,0.55,0.0,0.1,0.0,9.8,17.8,0.55,3.7,4.5,0.82,3.4,8.9,12.3,4.1,1.0,3.6,2.0,4.1,23.3,,120.0,103.0
1994,6,2109,CLE,Cleveland Cavaliers,Larry Nance,"February 12, 1959",34.0,NBA,PF,33.0,19.0,909.0,8.8,18.1,0.49,0.0,0.0,,8.8,18.1,0.49,3.7,4.9,0.75,4.4,8.6,13.1,2.8,1.6,3.2,2.2,5.5,21.3,,111.0,102.0
