Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1996,21.0,POR,NBA,PF,69.0,1219.0,12.4,0.527,0.021,0.329,7.9,14.3,11.1,7.0,1.1,0.7,15.8,21.0,,0.1,1.6,1.7,0.065,,-2.6,-0.3,-2.9,-0.3
1997,22.0,POR,NBA,PF,82.0,1918.0,16.8,0.569,0.016,0.34,9.9,16.3,13.2,8.0,1.3,1.4,14.3,21.2,,2.9,2.6,5.5,0.139,,0.2,-0.1,0.1,1.0
1998,23.0,TOT,NBA,PF,54.0,1360.0,16.2,0.527,0.024,0.42,10.5,17.9,14.3,9.6,1.4,1.4,13.6,22.8,,1.6,1.6,3.1,0.11,,-0.2,-0.6,-0.8,0.4
1998,23.0,POR,NBA,PF,41.0,1005.0,16.7,0.547,0.025,0.454,9.6,17.2,13.5,10.5,1.4,1.4,14.3,22.6,,1.4,1.4,2.8,0.135,,0.3,0.5,0.8,0.7
1998,23.0,TOR,NBA,PF,13.0,355.0,14.9,0.474,0.021,0.336,13.1,20.0,16.4,7.0,1.2,1.6,11.6,23.4,,0.1,0.1,0.3,0.039,,-1.6,-3.5,-5.2,-0.3
1999,24.0,DAL,NBA,PF,45.0,1362.0,20.8,0.51,0.008,0.39,10.4,18.6,14.5,11.0,1.1,1.2,8.6,26.0,,3.0,1.0,4.0,0.14,,2.6,-1.4,1.2,1.1
2001,26.0,DAL,NBA,PF,33.0,319.0,13.8,0.456,0.008,0.277,14.0,18.1,16.1,5.2,2.1,1.8,13.1,23.9,,-0.1,0.5,0.4,0.057,,-3.2,-1.2,-4.3,-0.2
2002,27.0,MIN,NBA,PF,64.0,1140.0,15.4,0.538,0.005,0.378,10.7,16.6,13.7,8.3,1.0,1.8,11.5,19.9,,1.9,1.1,3.0,0.125,,-0.8,-0.7,-1.6,0.1
2003,28.0,MIN,NBA,SF,80.0,1222.0,15.9,0.549,0.005,0.26,10.1,16.7,13.5,10.0,1.4,1.4,12.0,18.3,,2.0,1.3,3.3,0.128,,0.0,-0.1,-0.1,0.6
2004,29.0,MIN,NBA,C,68.0,1025.0,12.9,0.515,0.018,0.277,9.8,14.1,12.0,7.8,0.6,1.2,12.8,19.4,,1.1,1.2,2.3,0.106,,-2.2,-1.1,-3.2,-0.3
