Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2018,1,133,ATL,Atlanta Hawks,8,Luke Babbitt,SF,6-9,225,1989-06-20,US,7,Nevada
2018,1,198,ATL,Atlanta Hawks,24,Kent Bazemore,SG,6-4,195,1989-07-01,US,5,Old Dominion
2018,1,208,ATL,Atlanta Hawks,3,Marco Belinelli,SG,6-5,220,1986-03-25,IT,10,
2018,1,213,ATL,Atlanta Hawks,95,DeAndre' Bembry,SF,6-5,210,1994-07-04,US,1,Saint Joseph's
2018,1,406,ATL,Atlanta Hawks,16,Nicolas Brussino,SF,6-7,195,1993-03-02,AR,1,
2018,1,506,ATL,Atlanta Hawks,34,Tyler Cavanaugh,PF,6-9,238,1994-02-09,US,R,George Washington
2018,1,555,ATL,Atlanta Hawks,0,Antonius Cleveland,SG,6-5,195,1994-02-02,US,R,SE Missouri State
2018,1,573,ATL,Atlanta Hawks,20,John Collins,PF,6-9,235,1997-09-23,US,R,Wake Forest
2018,1,718,ATL,Atlanta Hawks,14,Dewayne Dedmon,C,7-0,245,1989-08-12,US,4,USC
2018,1,723,ATL,Atlanta Hawks,5,Malcolm Delaney,PG,6-3,190,1989-03-11,US,1,Virginia Tech
2018,1,765,ATL,Atlanta Hawks,2,Tyler Dorsey,SG,6-5,183,1996-02-18,US,R,Oregon
2018,1,879,ATL,Atlanta Hawks,6,Jeremy Evans,SF,6-9,200,1987-10-24,US,6,Western Kentucky
2018,1,1383,ATL,Atlanta Hawks,7,Ersan Ilyasova,PF,6-9,235,1987-05-15,TR,9,
2018,1,1723,ATL,Atlanta Hawks,8,Damion Lee,SG,6-5,210,1992-10-21,US,R,"Drexel, Louisville"
2018,1,1815,ATL,Atlanta Hawks,11,Josh Magette,PG,6-1,160,1989-11-28,US,R,Alabama-Huntsville
2018,1,2056,ATL,Atlanta Hawks,3,Jaylen Morris,SG,6-5,185,1995-09-19,US,R,Molloy
2018,1,2100,ATL,Atlanta Hawks,31,Mike Muscala,C,6-10,240,1991-07-01,US,4,Bucknell
2018,1,2326,ATL,Atlanta Hawks,18,Miles Plumlee,C,6-11,249,1988-09-01,US,5,Duke
2018,1,2371,ATL,Atlanta Hawks,12,Taurean Prince,SF,6-7,218,1994-03-22,US,1,Baylor
2018,1,2583,ATL,Atlanta Hawks,17,Dennis Schroder,PG,6-3,172,1993-09-15,DE,4,
2018,1,2818,ATL,Atlanta Hawks,22,Isaiah Taylor,PG,6-3,170,1994-07-11,US,1,Texas
2018,1,3091,ATL,Atlanta Hawks,4,Andrew White,SF,6-7,210,1993-06-16,US,R,"Nebraska, Syracuse"
