Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2006,28,453,TOR,Toronto Raptors,Jose Calderon,1981-09-28,24.0,NBA,SG,64.0,11.0,1487.0,132.0,312.0,0.42,7.0,43.0,0.16,125.0,269.0,0.46,0.43,78.0,92.0,0.85,30.0,111.0,141.0,288.0,42.0,4.0,101.0,93.0,349.0,0.0
2007,28,453,TOR,Toronto Raptors,Jose Calderon,1981-09-28,25.0,NBA,PG,77.0,11.0,1614.0,263.0,505.0,0.52,25.0,75.0,0.33,238.0,430.0,0.55,0.55,117.0,143.0,0.82,21.0,113.0,134.0,387.0,63.0,5.0,110.0,136.0,668.0,0.0
2008,28,453,TOR,Toronto Raptors,Jose Calderon,1981-09-28,26.0,NBA,PG,82.0,56.0,2484.0,367.0,707.0,0.52,79.0,184.0,0.43,288.0,523.0,0.55,0.57,109.0,120.0,0.91,34.0,202.0,236.0,678.0,87.0,6.0,126.0,134.0,922.0,0.0
2009,28,453,TOR,Toronto Raptors,Jose Calderon,1981-09-28,27.0,NBA,PG,68.0,68.0,2333.0,320.0,644.0,0.5,82.0,202.0,0.41,238.0,442.0,0.54,0.56,151.0,154.0,0.98,16.0,178.0,194.0,607.0,74.0,7.0,143.0,114.0,873.0,0.0
2010,28,453,TOR,Toronto Raptors,Jose Calderon,1981-09-28,28.0,NBA,PG,68.0,39.0,1817.0,274.0,568.0,0.48,68.0,171.0,0.4,206.0,397.0,0.52,0.54,83.0,104.0,0.8,23.0,119.0,142.0,404.0,47.0,7.0,99.0,135.0,699.0,0.0
2011,28,453,TOR,Toronto Raptors,Jose Calderon,1981-09-28,29.0,NBA,PG,68.0,55.0,2102.0,262.0,596.0,0.44,57.0,156.0,0.36,205.0,440.0,0.47,0.49,88.0,103.0,0.85,30.0,172.0,202.0,605.0,81.0,7.0,148.0,143.0,669.0,0.0
2012,28,453,TOR,Toronto Raptors,Jose Calderon,1981-09-28,30.0,NBA,PG,53.0,53.0,1799.0,218.0,477.0,0.46,59.0,159.0,0.37,159.0,318.0,0.5,0.52,60.0,68.0,0.88,19.0,141.0,160.0,468.0,47.0,3.0,104.0,94.0,555.0,0.0
2013,31,453,TOT,Total After Trade,Jose Calderon,1981-09-28,31.0,NBA,PG,73.0,58.0,2160.0,312.0,635.0,0.49,130.0,282.0,0.46,182.0,353.0,0.52,0.59,72.0,80.0,0.9,20.0,156.0,176.0,518.0,58.0,8.0,126.0,99.0,826.0,2.0
2013,28,453,TOR,Toronto Raptors,Jose Calderon,1981-09-28,31.0,NBA,PG,45.0,30.0,1273.0,187.0,398.0,0.47,79.0,184.0,0.43,108.0,214.0,0.5,0.57,47.0,52.0,0.9,14.0,92.0,106.0,333.0,28.0,6.0,75.0,58.0,500.0,2.0
2013,9,453,DET,Detroit Pistons,Jose Calderon,1981-09-28,31.0,NBA,PG,28.0,28.0,887.0,125.0,237.0,0.53,51.0,98.0,0.52,74.0,139.0,0.53,0.64,25.0,28.0,0.89,6.0,64.0,70.0,185.0,30.0,2.0,51.0,41.0,326.0,0.0
2014,7,453,DAL,Dallas Mavericks,Jose Calderon,1981-09-28,32.0,NBA,PG,81.0,81.0,2468.0,341.0,748.0,0.46,191.0,425.0,0.45,150.0,323.0,0.46,0.58,52.0,63.0,0.82,29.0,163.0,192.0,377.0,69.0,11.0,103.0,136.0,925.0,0.0
2015,20,453,NYK,New York Knicks,Jose Calderon,1981-09-28,33.0,NBA,PG,42.0,42.0,1270.0,147.0,354.0,0.42,59.0,142.0,0.42,88.0,212.0,0.42,0.5,29.0,32.0,0.91,19.0,105.0,124.0,198.0,31.0,0.0,75.0,76.0,382.0,0.0
2016,20,453,NYK,New York Knicks,Jose Calderon,1981-09-28,34.0,NBA,PG,72.0,72.0,2024.0,209.0,455.0,0.46,84.0,203.0,0.41,125.0,252.0,0.5,0.55,42.0,48.0,0.88,22.0,207.0,229.0,298.0,63.0,7.0,87.0,135.0,544.0,0.0
2017,31,453,TOT,Total After Trade,Jose Calderon,1981-09-28,35.0,NBA,PG,41.0,13.0,539.0,55.0,134.0,0.41,20.0,64.0,0.31,35.0,70.0,0.5,0.48,11.0,12.0,0.92,15.0,59.0,74.0,88.0,11.0,1.0,41.0,36.0,141.0,0.0
2017,14,453,LAL,Los Angeles Lakers,Jose Calderon,1981-09-28,35.0,NBA,PG,24.0,11.0,292.0,32.0,77.0,0.42,12.0,34.0,0.35,20.0,43.0,0.46,0.49,4.0,4.0,1.0,8.0,34.0,42.0,51.0,7.0,1.0,26.0,22.0,80.0,0.0
2017,1,453,ATL,Atlanta Hawks,Jose Calderon,1981-09-28,35.0,NBA,PG,17.0,2.0,247.0,23.0,57.0,0.4,8.0,30.0,0.27,15.0,27.0,0.56,0.47,7.0,8.0,0.88,7.0,25.0,32.0,37.0,4.0,0.0,15.0,14.0,61.0,0.0
2018,6,453,CLE,Cleveland Cavaliers,Jose Calderon,1981-09-28,36.0,NBA,PG,57.0,32.0,914.0,93.0,185.0,0.5,45.0,97.0,0.46,48.0,88.0,0.55,0.62,24.0,30.0,0.8,14.0,70.0,84.0,117.0,27.0,2.0,41.0,81.0,255.0,0.0
2019,9,453,DET,Detroit Pistons,Jose Calderon,1981-09-28,37.0,NBA,PG,49.0,0.0,632.0,45.0,120.0,0.38,14.0,57.0,0.25,31.0,63.0,0.49,0.43,9.0,11.0,0.82,11.0,49.0,60.0,115.0,16.0,3.0,35.0,64.0,113.0,0.0
