Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1982,23.0,IND,NBA,C,82.0,2277.0,16.1,0.503,0.008,0.22,8.2,20.9,14.4,9.2,1.1,4.5,12.8,19.7,,0.8,3.8,4.6,0.097,,-0.5,1.3,0.8,1.6
1983,24.0,IND,NBA,C,78.0,2513.0,17.4,0.522,0.006,0.189,6.2,19.5,12.5,14.8,1.0,3.8,15.4,23.3,,1.7,1.8,3.5,0.067,,0.6,0.2,0.8,1.8
1984,25.0,IND,NBA,C,69.0,2279.0,14.8,0.52,0.005,0.343,7.5,19.3,13.4,13.7,1.2,2.7,17.3,21.7,,-0.3,3.1,2.8,0.059,,-0.8,0.4,-0.4,0.9
1985,26.0,IND,NBA,C,75.0,2557.0,15.5,0.505,0.007,0.282,6.3,20.0,13.1,15.0,1.0,2.9,16.3,25.0,,-1.0,3.1,2.2,0.041,,-0.4,0.4,0.0,1.3
1986,27.0,IND,NBA,C,78.0,2770.0,17.9,0.533,0.009,0.316,6.8,20.9,13.9,9.7,0.9,3.8,12.6,24.6,,2.0,4.2,6.2,0.107,,0.7,0.7,1.4,2.4
1987,28.0,IND,NBA,PF,74.0,2526.0,14.1,0.521,0.01,0.286,6.1,17.6,11.7,10.0,1.1,2.2,12.1,19.9,,1.3,3.4,4.7,0.09,,-0.7,0.6,-0.2,1.1
1988,29.0,IND,NBA,C,75.0,1966.0,12.0,0.463,0.008,0.234,6.5,19.6,13.1,7.0,0.9,4.4,12.8,19.9,,-1.1,2.9,1.8,0.044,,-3.2,1.1,-2.1,0.0
1989,30.0,TOT,NBA,C,76.0,2470.0,10.6,0.471,0.007,0.263,6.3,19.7,13.3,7.1,0.9,3.2,15.3,16.6,,-1.2,2.6,1.4,0.027,,-2.7,0.4,-2.3,-0.2
1989,30.0,IND,NBA,C,46.0,1567.0,11.8,0.484,0.006,0.232,6.5,20.7,14.0,8.1,1.0,3.0,15.3,18.8,,-0.6,1.6,0.9,0.029,,-2.1,0.4,-1.8,0.1
1989,30.0,DAL,NBA,C,30.0,903.0,8.6,0.438,0.01,0.345,5.9,18.0,12.0,5.4,0.8,3.5,15.3,12.8,,-0.6,1.0,0.5,0.025,,-3.6,0.5,-3.1,-0.3
1990,31.0,DAL,NBA,C,81.0,2199.0,10.4,0.476,0.014,0.239,4.0,16.0,10.1,7.9,1.2,3.0,12.6,16.8,,-0.6,2.8,2.2,0.048,,-3.1,1.1,-2.0,0.0
1991,32.0,DAL,NBA,C,60.0,1832.0,13.1,0.524,0.006,0.198,5.4,16.9,11.1,8.1,0.8,3.0,13.7,19.9,,0.1,1.6,1.7,0.045,,-2.1,-0.1,-2.1,-0.1
1992,33.0,DAL,NBA,C,75.0,2040.0,12.6,0.464,0.007,0.201,5.4,18.7,11.8,7.6,0.9,2.9,11.0,21.9,,-1.0,1.9,0.8,0.02,,-2.6,-0.2,-2.8,-0.4
1993,34.0,NYK,NBA,C,55.0,571.0,10.1,0.429,0.0,0.12,8.8,19.3,14.2,4.9,1.9,3.3,10.7,15.6,,-0.3,1.4,1.1,0.095,,-3.7,2.4,-1.3,0.1
1994,35.0,NYK,NBA,C,70.0,774.0,10.4,0.463,0.004,0.18,8.4,18.1,13.3,5.6,1.2,3.9,13.4,16.4,,-0.2,1.7,1.6,0.098,,-4.3,1.6,-2.7,-0.1
1995,36.0,NYK,NBA,C,56.0,743.0,7.7,0.476,0.0,0.206,3.8,16.6,10.4,5.6,0.9,4.6,16.9,14.6,,-0.7,1.3,0.6,0.041,,-5.3,2.0,-3.3,-0.2
1996,37.0,TOT,NBA,"C,PF",44.0,571.0,8.0,0.429,0.026,0.132,3.2,15.2,9.3,7.3,1.3,4.4,12.0,14.9,,-0.6,0.9,0.4,0.033,,-5.3,1.7,-3.6,-0.2
1996,37.0,TOR,NBA,C,1.0,31.0,8.7,0.375,0.0,0.0,3.8,27.0,15.4,0.0,1.7,4.9,0.0,11.4,,0.0,0.0,0.0,0.033,,-5.2,-1.3,-6.5,0.0
1996,37.0,NYK,NBA,PF,43.0,540.0,7.9,0.432,0.028,0.139,3.2,14.5,9.0,7.7,1.3,4.4,12.6,15.1,,-0.5,0.9,0.4,0.033,,-5.3,1.8,-3.4,-0.2
1997,38.0,NYK,NBA,PF,21.0,184.0,7.0,0.408,0.022,0.087,6.1,13.9,10.1,4.3,1.2,2.2,9.5,13.2,,-0.1,0.3,0.2,0.051,,-4.1,0.6,-3.5,-0.1
1998,39.0,NYK,NBA,PF,27.0,178.0,6.1,0.398,0.0,0.186,4.0,15.6,9.8,3.6,1.8,3.9,9.7,13.6,,-0.2,0.3,0.2,0.041,,-6.7,2.6,-4.2,-0.1
1999,40.0,NYK,NBA,C,6.0,34.0,12.2,0.563,0.0,0.25,10.8,10.0,10.4,0.0,0.0,4.6,18.4,15.4,,0.0,0.0,0.1,0.094,,-0.6,-1.0,-1.5,0.0
