Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,1,1287,ATL,Atlanta Hawks,Armond Hill,"March 31, 1953",26.0,NBA,PG,79.0,,2092.0,4.1,10.0,0.41,0.0,0.1,0.25,4.1,9.9,0.41,2.9,3.4,0.85,0.7,2.5,3.2,9.8,2.5,0.2,4.0,6.1,11.1,,97.0,104.0
1981,31,1287,TOT,Total After Trade,Armond Hill,"March 31, 1953",27.0,NBA,PG,75.0,,1738.0,3.2,9.3,0.35,0.0,0.2,0.0,3.2,9.1,0.36,3.9,4.8,0.82,1.1,3.3,4.4,8.1,1.8,0.3,3.5,5.7,10.4,,95.0,108.0
1981,1,1287,ATL,Atlanta Hawks,Armond Hill,"March 31, 1953",27.0,NBA,PG,24.0,,624.0,3.0,9.0,0.34,0.0,0.1,0.0,3.0,8.9,0.34,3.3,3.9,0.84,0.8,3.2,3.9,9.1,2.0,0.2,4.5,4.6,9.3,,87.0,109.0
1981,21,1287,SEA,Seattle Supersonics,Armond Hill,"March 31, 1953",27.0,NBA,PG,51.0,,1114.0,3.4,9.4,0.36,0.0,0.3,0.0,3.4,9.2,0.37,4.3,5.2,0.81,1.3,3.3,4.6,7.5,1.7,0.3,3.0,6.3,11.0,,100.0,107.0
1982,31,1287,TOT,Total After Trade,Armond Hill,"March 31, 1953",28.0,NBA,PG,40.0,18.0,723.0,3.5,8.3,0.42,0.0,0.1,0.0,3.5,8.2,0.43,2.6,3.6,0.71,0.8,2.6,3.4,7.0,1.4,0.3,4.3,5.8,9.5,,88.0,113.0
1982,21,1287,SEA,Seattle Supersonics,Armond Hill,"March 31, 1953",28.0,NBA,PG,21.0,4.0,243.0,3.8,7.3,0.51,0.0,0.0,,3.8,7.3,0.51,3.4,4.5,0.74,1.2,3.8,4.9,4.9,1.0,0.4,2.8,7.3,10.9,,107.0,106.0
1982,13,1287,SDC,San Diego Clippers,Armond Hill,"March 31, 1953",28.0,NBA,PG,19.0,14.0,480.0,3.4,8.8,0.38,0.0,0.2,0.0,3.4,8.6,0.39,2.2,3.2,0.69,0.6,2.1,2.7,8.0,1.6,0.3,5.1,5.0,8.9,,81.0,116.0
1983,17,1287,MIL,Milwaukee Bucks,Armond Hill,"March 31, 1953",29.0,NBA,PG,14.0,3.0,169.0,4.0,7.4,0.54,0.0,0.0,,4.0,7.4,0.54,5.1,6.2,0.82,1.4,4.3,5.7,7.7,2.6,0.0,3.7,5.7,13.1,,114.0,102.0
1984,1,1287,ATL,Atlanta Hawks,Armond Hill,"March 31, 1953",30.0,NBA,PG,15.0,2.0,181.0,3.9,12.8,0.3,0.0,0.0,,3.9,12.8,0.3,4.7,5.8,0.81,0.6,2.2,2.8,9.7,1.9,0.0,3.9,8.3,12.5,,89.0,110.0
