Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
10,3170,206.0,32.0,3736.0,599.0,1313.0,0.46,199.0,545.0,0.37,400.0,768.0,0.52,0.53,201.0,268.0,0.75,105.0,388.0,493.0,301.0,88.0,13.0,142.0,241.0,1598.0,0
