Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2008,30,1935,WAS,Washington Wizards,Dominic McGuire,"October 20, 1985",22.0,NBA,SG,70.0,1.0,695.0,3.0,8.0,0.38,0.1,0.5,0.17,2.9,7.5,0.39,1.1,2.5,0.44,4.1,6.6,10.7,3.1,1.5,2.0,3.1,5.9,7.2,,86.0,109.0
2009,30,1935,WAS,Washington Wizards,Dominic McGuire,"October 20, 1985",23.0,NBA,SF,79.0,57.0,2072.0,3.6,8.2,0.43,0.1,0.1,0.5,3.5,8.1,0.43,1.9,2.6,0.72,2.9,8.0,10.9,5.0,1.6,1.9,2.3,3.9,9.1,,103.0,112.0
2010,31,1935,TOT,Total After Trade,Dominic McGuire,"October 20, 1985",24.0,NBA,SF,51.0,2.0,307.0,3.2,8.8,0.36,0.0,0.0,,3.2,8.8,0.36,0.0,1.2,0.0,3.9,9.5,13.4,1.9,0.8,0.7,2.9,5.9,6.4,,75.0,109.0
2010,30,1935,WAS,Washington Wizards,Dominic McGuire,"October 20, 1985",24.0,NBA,SF,41.0,0.0,240.0,3.3,8.7,0.38,0.0,0.0,,3.3,8.7,0.38,0.0,1.1,0.0,3.7,9.6,13.3,1.7,0.9,0.7,2.2,7.0,6.5,,80.0,109.0
2010,26,1935,SAC,Sacramento Kings,Dominic McGuire,"October 20, 1985",24.0,NBA,SF,10.0,2.0,67.0,3.0,9.1,0.33,0.0,0.0,,3.0,9.1,0.33,0.0,1.5,0.0,4.6,9.1,13.7,2.3,0.8,0.8,5.3,2.3,6.1,,62.0,110.0
2011,4,1935,CHA,Charlotte Bobcats,Dominic McGuire,"October 20, 1985",25.0,NBA,SF,52.0,8.0,760.0,5.1,12.8,0.4,0.0,0.1,0.0,5.1,12.7,0.4,2.1,2.7,0.77,4.4,9.6,14.0,3.0,0.7,2.3,1.8,6.6,12.3,,100.0,106.0
2012,10,1935,GSW,Golden State Warriors,Dominic McGuire,"October 20, 1985",26.0,NBA,PF,64.0,6.0,1127.0,4.3,9.7,0.45,0.0,0.2,0.0,4.3,9.5,0.46,1.8,2.4,0.74,3.4,8.0,11.3,5.1,2.0,1.7,2.6,4.8,10.5,,103.0,107.0
2013,31,1935,TOT,Total After Trade,Dominic McGuire,"October 20, 1985",27.0,NBA,SF,26.0,10.0,387.0,3.3,7.7,0.43,0.0,0.0,,3.3,7.7,0.43,0.4,1.4,0.3,2.6,8.2,10.8,2.8,1.8,1.5,1.7,5.4,7.1,,93.0,106.0
2013,28,1935,TOR,Toronto Raptors,Dominic McGuire,"October 20, 1985",27.0,NBA,SF,15.0,9.0,230.0,3.5,7.4,0.47,0.0,0.0,,3.5,7.4,0.47,0.5,1.4,0.33,2.5,8.5,11.1,2.3,1.2,1.8,1.6,6.0,7.4,,97.0,106.0
2013,19,1935,NOH,New Orleans Hornets,Dominic McGuire,"October 20, 1985",27.0,NBA,SF,9.0,0.0,145.0,3.4,7.9,0.43,0.0,0.0,,3.4,7.9,0.43,0.4,0.7,0.5,2.6,7.9,10.5,3.4,3.0,1.1,1.9,4.9,7.1,,96.0,106.0
2013,12,1935,IND,Indiana Pacers,Dominic McGuire,"October 20, 1985",27.0,NBA,SF,2.0,1.0,12.0,0.0,13.3,0.0,0.0,0.0,,0.0,13.3,0.0,0.0,8.9,0.0,4.4,4.4,8.9,4.4,0.0,0.0,0.0,0.0,0.0,,32.0,107.0
