Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1995,7,1604,DAL,Dallas Mavericks,Jason Kidd,"March 23, 1973",21.0,NBA,PG,79.0,79.0,2668.0,6.3,16.3,0.38,1.3,4.9,0.27,4.9,11.4,0.43,3.6,5.2,0.7,2.9,5.3,8.2,11.5,2.9,0.5,4.7,2.8,17.5,,103.0,109.0
1996,7,1604,DAL,Dallas Mavericks,Jason Kidd,"March 23, 1973",22.0,NBA,PG,81.0,81.0,3034.0,8.2,21.4,0.38,2.2,6.6,0.34,6.0,14.9,0.4,3.8,5.5,0.69,3.4,5.8,9.2,13.0,2.9,0.4,5.4,2.6,22.3,,103.0,109.0
1997,31,1604,TOT,Total After Trade,Jason Kidd,"March 23, 1973",23.0,NBA,PG,55.0,45.0,1964.0,5.7,14.1,0.4,1.6,4.4,0.37,4.1,9.7,0.42,3.0,4.4,0.68,1.7,4.9,6.6,13.2,3.3,0.5,3.8,3.0,16.0,,108.0,107.0
1997,7,1604,DAL,Dallas Mavericks,Jason Kidd,"March 23, 1973",23.0,NBA,PG,22.0,22.0,791.0,5.1,13.8,0.37,1.4,4.4,0.32,3.7,9.4,0.39,3.1,4.7,0.67,2.0,4.1,6.1,13.6,3.1,0.5,4.5,2.9,14.8,,102.0,108.0
1997,24,1604,PHO,Phoenix Suns,Jason Kidd,"March 23, 1973",23.0,NBA,PG,33.0,23.0,1173.0,6.1,14.3,0.42,1.8,4.4,0.4,4.3,9.9,0.43,2.9,4.2,0.69,1.5,5.5,7.0,13.0,3.5,0.5,3.3,3.2,16.8,,113.0,106.0
1998,24,1604,PHO,Phoenix Suns,Jason Kidd,"March 23, 1973",24.0,NBA,PG,82.0,82.0,3118.0,6.0,14.5,0.42,1.2,3.9,0.31,4.8,10.5,0.45,2.8,3.5,0.8,1.8,6.8,8.6,12.5,2.7,0.4,4.4,2.4,16.1,,105.0,101.0
1999,24,1604,PHO,Phoenix Suns,Jason Kidd,"March 23, 1973",25.0,NBA,PG,50.0,50.0,2060.0,8.0,18.1,0.44,1.2,3.2,0.37,6.9,14.9,0.46,4.7,6.2,0.76,2.3,6.5,8.8,14.0,3.0,0.5,3.9,2.8,21.9,,113.0,102.0
2001,24,1604,PHO,Phoenix Suns,Jason Kidd,"March 23, 1973",27.0,NBA,PG,77.0,76.0,3065.0,7.6,18.4,0.41,1.2,3.9,0.3,6.4,14.5,0.44,5.5,6.8,0.81,1.5,6.8,8.3,12.7,2.8,0.4,4.8,2.9,21.8,,104.0,97.0
2002,3,1604,NJN,New Jersey Nets,Jason Kidd,"March 23, 1973",28.0,NBA,PG,82.0,82.0,3056.0,7.6,19.5,0.39,2.0,6.2,0.32,5.6,13.2,0.42,3.4,4.2,0.81,2.2,8.0,10.2,13.8,3.0,0.3,4.9,2.3,20.7,,103.0,98.0
2003,3,1604,NJN,New Jersey Nets,Jason Kidd,"March 23, 1973",29.0,NBA,PG,80.0,80.0,2989.0,9.0,21.8,0.41,2.2,6.5,0.34,6.8,15.3,0.44,5.9,7.1,0.84,1.9,6.9,8.8,12.5,3.1,0.4,5.2,2.2,26.2,,106.0,96.0
2004,3,1604,NJN,New Jersey Nets,Jason Kidd,"March 23, 1973",30.0,NBA,PG,67.0,66.0,2450.0,8.1,21.0,0.38,2.1,6.4,0.32,6.0,14.6,0.41,4.5,5.5,0.83,1.9,7.5,9.4,13.5,2.7,0.3,4.7,2.4,22.7,,102.0,97.0
2005,3,1604,NJN,New Jersey Nets,Jason Kidd,"March 23, 1973",31.0,NBA,PG,66.0,65.0,2435.0,7.5,18.9,0.4,2.9,7.9,0.36,4.7,11.0,0.42,3.1,4.2,0.74,2.1,8.7,10.8,12.1,2.7,0.2,3.7,2.4,21.0,,107.0,101.0
2006,3,1604,NJN,New Jersey Nets,Jason Kidd,"March 23, 1973",32.0,NBA,PG,80.0,80.0,2975.0,6.6,16.3,0.4,2.5,7.1,0.35,4.1,9.2,0.44,3.5,4.4,0.8,1.5,8.9,10.4,12.1,2.7,0.5,3.4,2.8,19.1,,110.0,99.0
2007,3,1604,NJN,New Jersey Nets,Jason Kidd,"March 23, 1973",33.0,NBA,PG,80.0,80.0,2933.0,6.6,16.3,0.41,2.2,6.5,0.34,4.4,9.8,0.45,3.2,4.1,0.78,2.4,9.3,11.7,13.2,2.3,0.4,3.8,2.6,18.6,,111.0,103.0
2008,31,1604,TOT,Total After Trade,Jason Kidd,"March 23, 1973",34.0,NBA,PG,80.0,80.0,2906.0,5.5,14.4,0.38,2.2,5.7,0.38,3.4,8.7,0.39,2.4,3.0,0.82,1.7,9.2,10.9,14.6,2.5,0.5,4.8,3.0,15.7,,104.0,105.0
2008,3,1604,NJN,New Jersey Nets,Jason Kidd,"March 23, 1973",34.0,NBA,PG,51.0,51.0,1895.0,5.6,15.2,0.37,2.3,6.5,0.36,3.2,8.7,0.37,2.5,3.1,0.82,1.6,9.8,11.4,14.7,2.0,0.4,5.1,2.5,16.0,,101.0,107.0
2008,7,1604,DAL,Dallas Mavericks,Jason Kidd,"March 23, 1973",34.0,NBA,PG,29.0,29.0,1011.0,5.5,12.8,0.43,1.8,4.0,0.46,3.6,8.8,0.41,2.3,2.8,0.82,1.9,8.0,9.9,14.5,3.3,0.6,4.3,3.9,15.1,,113.0,102.0
2009,7,1604,DAL,Dallas Mavericks,Jason Kidd,"March 23, 1973",35.0,NBA,PG,81.0,81.0,2886.0,4.7,11.2,0.42,2.4,5.9,0.41,2.3,5.4,0.43,1.6,1.9,0.82,1.5,7.5,9.1,12.8,2.9,0.7,3.4,3.1,13.3,,116.0,106.0
2010,7,1604,DAL,Dallas Mavericks,Jason Kidd,"March 23, 1973",36.0,NBA,PG,80.0,80.0,2881.0,5.1,12.1,0.42,3.2,7.5,0.42,1.9,4.6,0.42,1.4,1.8,0.81,0.9,7.2,8.0,13.0,2.6,0.6,3.5,2.6,14.8,,115.0,105.0
2011,7,1604,DAL,Dallas Mavericks,Jason Kidd,"March 23, 1973",37.0,NBA,PG,80.0,80.0,2653.0,4.3,11.8,0.36,2.6,7.7,0.34,1.6,4.1,0.4,1.3,1.5,0.87,0.7,6.3,7.0,13.0,2.7,0.6,3.5,2.4,12.5,,108.0,104.0
2012,7,1604,DAL,Dallas Mavericks,Jason Kidd,"March 23, 1973",38.0,NBA,PG,48.0,48.0,1379.0,3.8,10.4,0.36,3.0,8.5,0.35,0.8,1.9,0.4,0.8,1.1,0.79,0.6,7.0,7.5,10.1,3.1,0.4,3.5,3.2,11.4,,103.0,101.0
2013,20,1604,NYK,New York Knicks,Jason Kidd,"March 23, 1973",39.0,NBA,SG,76.0,48.0,2043.0,4.0,10.7,0.37,3.0,8.5,0.35,1.0,2.2,0.45,1.0,1.3,0.83,1.3,7.1,8.5,6.5,3.3,0.7,2.0,3.3,12.0,,114.0,103.0
