SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1989,5,CHI,Michael Jordan,25,17,17,718,14.6,28.6,0.51,0.7,2.6,0.29,13.9,26.0,0.53,13.4,16.8,0.8,1.9,6.8,8.7,9.5,3.1,1.0,5.0,4.8,43.4,,120,104
1989,5,CHI,Horace Grant,23,17,17,625,6.1,11.7,0.52,0.0,0.0,,6.1,11.7,0.52,3.4,4.2,0.8,4.5,9.6,14.1,3.0,0.9,1.3,2.6,5.7,15.5,,114,106
1989,5,CHI,Scottie Pippen,23,17,17,619,7.1,15.5,0.46,1.9,4.8,0.39,5.3,10.7,0.49,2.7,4.3,0.64,2.9,8.1,11.0,5.7,2.0,1.4,3.5,5.4,18.9,,107,105
1989,5,CHI,Bill Cartwright,31,17,17,583,6.5,13.4,0.49,0.0,0.0,,6.5,13.4,0.49,5.1,7.2,0.7,3.0,8.0,10.9,1.8,0.8,1.1,3.7,6.3,18.1,,101,108
1989,5,CHI,Craig Hodges,28,17,17,554,6.9,16.8,0.41,3.3,8.4,0.4,3.6,8.5,0.43,1.0,1.3,0.71,0.8,1.6,2.4,5.9,2.1,0.3,2.3,5.2,18.2,,107,111
1989,5,CHI,John Paxson,28,16,0,302,6.5,13.6,0.47,0.9,3.3,0.26,5.6,10.3,0.54,2.4,2.8,0.88,0.3,1.4,1.7,5.9,2.1,0.0,2.6,6.1,16.2,,108,111
1989,5,CHI,Dave Corzine,32,16,0,219,6.5,15.4,0.42,0.0,0.0,,6.5,15.4,0.42,2.6,4.1,0.65,3.4,6.5,9.9,2.2,1.0,1.4,2.6,6.5,15.6,,94,108
1989,5,CHI,Charles Davis,30,17,0,191,5.2,13.0,0.4,0.3,1.7,0.17,5.0,11.3,0.44,1.9,2.5,0.78,4.4,7.4,11.9,1.4,1.1,0.3,3.6,8.0,12.7,,88,108
1989,5,CHI,Brad Sellers,26,13,0,177,6.5,17.3,0.38,0.0,0.0,,6.5,17.3,0.38,3.0,3.6,0.83,4.5,4.8,9.2,4.5,0.9,1.2,1.8,6.3,16.1,,102,110
1989,5,CHI,Sam Vincent,25,16,0,113,4.7,15.4,0.3,0.0,0.9,0.0,4.7,14.5,0.32,4.2,5.6,0.75,1.9,1.9,3.7,8.9,1.4,0.5,2.8,4.2,13.5,,93,112
1989,5,CHI,Will Perdue,23,3,0,22,14.4,21.6,0.67,0.0,2.4,0.0,14.4,19.2,0.75,4.8,7.2,0.67,7.2,7.2,14.4,4.8,0.0,0.0,0.0,9.6,33.5,,150,111
1989,5,CHI,Jack Haley,25,5,0,7,15.1,22.6,0.67,0.0,0.0,,15.1,22.6,0.67,7.5,15.1,0.5,0.0,7.5,7.5,7.5,0.0,0.0,0.0,15.1,37.6,,138,110
