PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Hakeem Olajuwon,26,4,4,162,12.7,24.5,0.519,0.0,0.0,,12.7,24.5,0.519,5.1,7.5,0.68,4.2,11.5,15.7,3.6,3.0,3.3,3.0,5.1,30.5,,112.0,100
Sleepy Floyd,28,4,4,160,6.7,14.1,0.478,2.4,4.6,0.5329999999999999,4.3,9.5,0.452,3.1,4.3,0.7140000000000001,0.9,4.6,5.5,7.9,2.4,0.3,3.1,3.1,18.9,,115.0,109
Otis Thorpe,26,4,4,152,7.7,11.9,0.649,0.0,0.0,,7.7,11.9,0.649,5.1,6.8,0.762,1.9,4.5,6.4,3.9,1.6,0.3,4.8,5.5,20.6,,111.0,111
Mike Woodson,30,4,4,137,6.1,17.5,0.34700000000000003,1.1,3.2,0.33299999999999996,5.0,14.3,0.35,3.6,4.3,0.833,1.4,1.8,3.2,6.4,1.4,0.7,3.2,2.5,16.8,,94.0,113
Buck Johnson,25,4,4,118,7.9,16.6,0.475,0.0,0.4,0.0,7.9,16.2,0.48700000000000004,3.3,5.8,0.5710000000000001,2.9,3.3,6.2,5.4,1.2,0.8,2.5,6.2,19.1,,105.0,112
Walter Berry,24,4,0,57,11.2,22.3,0.5,0.0,0.0,,11.2,22.3,0.5,6.0,6.9,0.875,2.6,5.1,7.7,4.3,1.7,0.9,5.1,6.9,28.3,,103.0,109
Tim McCormick,26,4,0,53,6.5,12.0,0.5379999999999999,0.0,0.9,0.0,6.5,11.1,0.583,7.4,8.3,0.889,1.8,10.1,12.0,0.0,2.8,1.8,0.0,8.3,20.3,,145.0,102
Derrick Chievous,21,4,0,40,6.1,20.8,0.294,0.0,0.0,,6.1,20.8,0.294,9.8,12.2,0.8,6.1,1.2,7.3,2.4,1.2,1.2,3.7,8.6,22.0,,95.0,113
Purvis Short,31,4,0,37,10.6,27.8,0.381,0.0,2.6,0.0,10.6,25.1,0.42100000000000004,4.0,6.6,0.6,7.9,4.0,11.9,1.3,0.0,0.0,1.3,9.3,25.1,,98.0,114
Frank Johnson,30,4,0,36,2.7,8.2,0.33299999999999996,0.0,1.4,0.0,2.7,6.8,0.4,8.2,13.6,0.6,1.4,5.4,6.8,9.5,1.4,0.0,5.4,4.1,13.6,,92.0,111
Allen Leavell,31,2,0,5,9.8,29.3,0.33299999999999996,0.0,0.0,,9.8,29.3,0.33299999999999996,19.6,19.6,1.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,39.1,,127.0,118
Chuck Nevitt,29,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,16.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,,,105
