PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Larry Nance,29,5,5,195,10.3,18.8,0.551,0.0,0.0,,10.3,18.8,0.551,5.7,8.7,0.6559999999999999,4.4,6.3,10.6,4.4,0.8,3.3,2.4,3.3,26.4,,119.0,107
Ron Harper,25,5,5,189,11.0,19.4,0.565,0.0,0.6,0.0,11.0,18.8,0.5820000000000001,5.6,7.3,0.769,2.0,3.9,5.9,5.6,3.1,1.1,2.0,5.6,27.5,,124.0,105
Brad Daugherty,23,5,5,167,5.4,14.9,0.36200000000000004,0.0,0.3,0.0,5.4,14.6,0.37,6.7,11.1,0.6,3.8,10.8,14.6,3.8,1.9,1.6,1.9,5.7,17.5,,100.0,102
Hot Rod Williams,26,5,2,161,6.9,14.8,0.467,0.0,0.0,,6.9,14.8,0.467,4.3,5.9,0.722,2.3,8.9,11.2,3.3,0.7,2.3,3.6,4.0,18.1,,98.0,106
Mark Price,24,4,4,158,7.4,19.1,0.386,2.0,5.4,0.375,5.4,13.8,0.39,4.7,5.0,0.9329999999999999,1.3,3.0,4.4,7.4,1.0,0.0,6.4,1.0,21.5,,91.0,112
Craig Ehlo,27,4,1,97,9.3,21.3,0.436,2.7,7.1,0.385,6.6,14.2,0.462,4.9,6.0,0.818,1.1,2.2,3.3,7.1,1.6,0.5,2.7,5.5,26.3,,112.0,110
Mike Sanders,28,5,3,87,9.2,18.3,0.5,0.0,0.0,,9.2,18.3,0.5,1.8,3.1,0.6,3.7,6.1,9.8,2.4,1.2,0.6,6.1,6.7,20.1,,85.0,108
Darnell Valentine,29,5,0,80,4.6,13.3,0.35,0.0,0.0,,4.6,13.3,0.35,4.6,5.3,0.875,2.0,2.7,4.6,10.6,3.3,0.0,3.3,4.6,13.9,,101.0,107
Tree Rollins,33,5,0,74,4.3,5.7,0.75,0.0,0.0,,4.3,5.7,0.75,2.2,3.6,0.6,3.6,7.9,11.5,0.7,2.2,5.0,0.7,7.2,10.8,,144.0,101
Randolph Keys,22,1,0,12,0.0,13.3,0.0,0.0,4.4,0.0,0.0,8.8,0.0,0.0,0.0,,0.0,13.3,13.3,4.4,0.0,0.0,8.8,4.4,0.0,,11.0,106
Chris Dudley,23,1,0,4,0.0,13.3,0.0,0.0,0.0,,0.0,13.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.3,13.3,0.0,,0.0,115
Phil Hubbard,32,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,116
