Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2347,Otto Porter,1993-06-03,493.0,13285.0,14.71,0.55,0.38,0.13,4.75,15.93,10.31,9.43,1.95,1.31,8.8,17.94,1.97,1.48,34.2,0.1,0.41,0.13,0.52,1.19
