Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2118,Maurice Ndour,"June 18, 1992",32,4,331.0,4.2,9.4,0.45,0.1,0.8,0.12,4.1,8.6,0.48,2.1,2.8,0.75,2.4,4.6,7.0,0.9,1.6,0.9,1.3,3.3,10.7
