Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2803,280,7476,19.38,0.54,0.01,0.28,13.42,26.58,19.98,6.92,2.07,2.83,13.98,22.92,6.6,13.5,19.8,0.13,0.13,0.42,0.53,0.55
