SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,24,PHO,Larry Nance,25.0,61,55.0,2202,515,877,0.59,1,2,0.5,514,875,0.59,0.59,180,254,0.71,195,341,536,159,88,104,136,185,1211
1985,24,PHO,Alvan Adams,30.0,82,69.0,2136,476,915,0.52,0,0,,476,915,0.52,0.52,250,283,0.88,153,347,500,308,115,48,197,254,1202
1985,24,PHO,Jay Humphries,22.0,80,39.0,2062,279,626,0.45,4,20,0.2,275,606,0.45,0.45,141,170,0.83,32,132,164,350,107,8,167,209,703
1985,24,PHO,Kyle Macy,27.0,65,52.0,2018,282,582,0.48,23,85,0.27,259,497,0.52,0.5,127,140,0.91,33,146,179,380,85,3,111,128,714
1985,24,PHO,James Edwards,29.0,70,58.0,1787,384,766,0.5,0,3,0.0,384,763,0.5,0.5,276,370,0.75,95,292,387,153,26,52,162,237,1044
1985,24,PHO,Michael Holton,23.0,74,59.0,1761,257,576,0.45,14,45,0.31,243,531,0.46,0.46,96,118,0.81,30,102,132,198,59,6,123,141,624
1985,24,PHO,Maurice Lucas,32.0,63,22.0,1670,346,727,0.48,0,4,0.0,346,723,0.48,0.48,150,200,0.75,138,419,557,145,39,17,151,183,842
1985,24,PHO,Charles Jones,23.0,78,14.0,1565,236,454,0.52,0,4,0.0,236,450,0.52,0.52,182,281,0.65,139,255,394,128,45,61,143,149,654
1985,24,PHO,Rod Foster,24.0,79,1.0,1318,286,636,0.45,41,126,0.32,245,510,0.48,0.48,83,110,0.76,27,53,80,186,61,0,117,171,696
1985,24,PHO,Alvin Scott,29.0,77,18.0,1238,111,259,0.43,1,5,0.2,110,254,0.43,0.43,53,74,0.72,46,115,161,127,39,25,60,125,276
1985,24,PHO,Charles Pittman,26.0,68,3.0,1001,107,227,0.47,0,2,0.0,107,225,0.48,0.47,109,146,0.75,90,137,227,69,20,21,100,144,323
1985,24,PHO,Walter Davis,30.0,23,9.0,570,139,309,0.45,3,10,0.3,136,299,0.46,0.46,64,73,0.88,6,29,35,98,18,0,50,42,345
1985,24,PHO,Mike Sanders,24.0,21,11.0,418,85,175,0.49,0,0,,85,175,0.49,0.49,45,59,0.76,38,51,89,29,23,4,34,59,215
1985,24,PHO,Rick Robey,29.0,4,0.0,48,2,9,0.22,0,0,,2,9,0.22,0.22,1,2,0.5,3,5,8,5,2,0,8,7,5
1985,24,PHO,Michael Young,24.0,2,0.0,11,2,6,0.33,0,1,0.0,2,5,0.4,0.33,0,0,,1,1,2,0,0,0,0,0,4
1985,24,PHO,Team Totals,,82,,19805,3507,7144,0.49,87,307,0.28,3420,6837,0.5,0.5,1757,2280,0.77,1026,2425,3451,2335,727,349,1583,2034,8858
