Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1988,23.0,LAC,NBA,SF,66.0,28.0,1435.0,8.0,16.6,0.482,0.0,0.3,0.0,8.0,16.3,0.492,2.9,5.6,0.512,3.3,5.4,8.7,2.6,1.5,1.1,3.4,4.1,18.9,,95.0,109.0
1989,24.0,LAC,NBA,SF,80.0,79.0,3020.0,9.7,19.3,0.502,0.1,0.3,0.19,9.6,19.0,0.507,2.6,4.1,0.63,3.7,6.4,10.2,4.2,1.6,1.0,3.1,3.4,22.1,,104.0,111.0
1990,25.0,LAC,NBA,SF,70.0,64.0,2334.0,10.0,19.7,0.51,0.1,0.3,0.438,9.9,19.3,0.511,3.2,5.0,0.632,3.0,6.8,9.7,3.3,1.6,1.2,3.9,4.1,23.4,,101.0,108.0
1991,26.0,LAC,NBA,SF,70.0,45.0,2309.0,10.8,21.6,0.501,0.1,0.7,0.188,10.7,20.9,0.511,3.6,5.7,0.629,3.7,6.7,10.3,3.3,1.3,1.3,2.9,4.0,25.4,,106.0,107.0
1992,27.0,LAC,NBA,SF,77.0,24.0,2009.0,10.0,20.3,0.49,0.1,0.7,0.143,9.9,19.6,0.502,3.0,5.6,0.535,3.9,7.2,11.1,3.1,1.3,1.6,2.5,3.6,23.0,,104.0,105.0
1993,28.0,LAC,NBA,SF,76.0,71.0,2477.0,9.7,19.1,0.511,0.2,0.7,0.263,9.5,18.3,0.521,2.6,4.3,0.595,4.1,7.1,11.2,3.2,1.2,1.1,2.4,3.1,22.2,,109.0,108.0
1994,29.0,MIL,NBA,SF,82.0,75.0,2539.0,8.2,18.4,0.448,1.3,3.8,0.333,7.0,14.6,0.478,1.8,3.7,0.503,3.4,6.6,10.0,4.4,1.2,0.9,3.0,4.2,19.6,,100.0,111.0
1995,30.0,ATL,NBA,SF,74.0,27.0,1879.0,11.0,24.3,0.453,2.8,8.1,0.344,8.2,16.2,0.508,1.8,4.0,0.457,2.9,7.4,10.3,2.7,1.0,0.6,2.7,4.4,26.7,,103.0,107.0
1996,31.0,ATL,NBA,SF,34.0,28.0,770.0,8.8,19.0,0.465,2.3,5.8,0.393,6.5,13.1,0.497,1.2,3.3,0.354,2.8,6.4,9.2,4.4,1.0,1.1,3.2,4.7,21.1,,104.0,110.0
1997,32.0,ATL,NBA,SF,17.0,0.0,220.0,6.8,23.6,0.287,1.5,9.6,0.158,5.3,14.1,0.375,1.0,3.0,0.333,2.0,7.8,9.8,3.0,1.8,0.8,4.5,4.3,16.1,,69.0,102.0
