Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2010,19.0,PHI,NBA,PG,73.0,51.0,1767.0,230.0,520.0,0.442,62.0,159.0,0.39,168.0,361.0,0.465,0.502,65.0,86.0,0.756,56.0,135.0,191.0,280.0,79.0,18.0,156.0,153.0,587.0,,0.0
2011,20.0,PHI,NBA,PG,82.0,82.0,2901.0,446.0,999.0,0.446,81.0,222.0,0.365,365.0,777.0,0.47,0.487,172.0,209.0,0.823,68.0,264.0,332.0,531.0,120.0,29.0,218.0,203.0,1145.0,,1.0
2012,21.0,PHI,NBA,PG,65.0,65.0,2196.0,360.0,834.0,0.432,65.0,171.0,0.38,295.0,663.0,0.445,0.471,94.0,120.0,0.783,57.0,155.0,212.0,290.0,103.0,18.0,135.0,137.0,879.0,,0.0
2013,22.0,PHI,NBA,PG,78.0,78.0,2926.0,555.0,1288.0,0.431,91.0,247.0,0.368,464.0,1041.0,0.446,0.466,182.0,242.0,0.752,89.0,240.0,329.0,625.0,123.0,32.0,292.0,170.0,1383.0,,1.0
2014,23.0,NOP,NBA,PG,34.0,34.0,1143.0,203.0,454.0,0.447,30.0,77.0,0.39,173.0,377.0,0.459,0.48,51.0,63.0,0.81,28.0,114.0,142.0,268.0,56.0,12.0,105.0,92.0,487.0,,0.0
2015,24.0,NOP,NBA,PG,40.0,37.0,1303.0,238.0,534.0,0.446,51.0,135.0,0.378,187.0,399.0,0.469,0.493,65.0,76.0,0.855,32.0,103.0,135.0,274.0,63.0,23.0,91.0,110.0,592.0,,0.0
2016,25.0,NOP,NBA,PG,65.0,23.0,1831.0,410.0,935.0,0.439,87.0,259.0,0.336,323.0,676.0,0.478,0.485,182.0,216.0,0.843,27.0,168.0,195.0,391.0,88.0,22.0,167.0,148.0,1089.0,,0.0
2017,26.0,NOP,NBA,PG,67.0,61.0,2190.0,405.0,893.0,0.454,100.0,281.0,0.356,305.0,612.0,0.498,0.51,119.0,168.0,0.708,46.0,218.0,264.0,488.0,100.0,44.0,194.0,133.0,1029.0,,0.0
2018,27.0,NOP,NBA,SG,81.0,81.0,2927.0,615.0,1244.0,0.494,120.0,356.0,0.337,495.0,888.0,0.557,0.543,187.0,238.0,0.786,62.0,303.0,365.0,486.0,123.0,64.0,213.0,201.0,1537.0,,1.0
2019,28.0,NOP,NBA,SG,67.0,67.0,2402.0,547.0,1159.0,0.472,118.0,363.0,0.325,429.0,796.0,0.539,0.523,208.0,271.0,0.768,75.0,259.0,334.0,518.0,109.0,54.0,210.0,148.0,1420.0,,0.0
2020,29.0,NOP,NBA,SG,61.0,61.0,2117.0,458.0,1006.0,0.455,122.0,346.0,0.353,336.0,660.0,0.509,0.516,129.0,182.0,0.709,77.0,216.0,293.0,408.0,99.0,48.0,184.0,145.0,1167.0,,1.0
2021,30.0,MIL,NBA,PG,12.0,12.0,378.0,70.0,143.0,0.49,21.0,54.0,0.389,49.0,89.0,0.551,0.563,21.0,25.0,0.84,12.0,40.0,52.0,60.0,26.0,8.0,17.0,26.0,182.0,,0.0
