SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1988,6,CLE,Mark Price,23,5,5,41.0,7.6,13.4,0.57,1.0,2.4,0.42,6.6,11.0,0.6,0.6,4.8,5.0,0.96,0.6,3.0,3.6,7.6,0.6,0.0,1.6,2.2,21.0
1988,6,CLE,Brad Daugherty,22,5,5,40.8,5.8,12.6,0.46,0.0,0.0,,5.8,12.6,0.46,0.46,4.2,6.2,0.68,2.0,7.2,9.2,3.2,0.4,1.4,3.2,2.2,15.8
1988,6,CLE,Larry Nance,28,5,5,40.0,6.8,12.8,0.53,0.0,0.0,,6.8,12.8,0.53,0.53,3.2,3.6,0.89,2.0,5.2,7.2,3.6,0.4,2.2,2.8,2.6,16.8
1988,6,CLE,Ron Harper,24,4,4,33.5,7.5,15.8,0.48,0.0,0.5,0.0,7.5,15.3,0.49,0.48,2.8,4.0,0.69,1.0,4.0,5.0,3.8,2.8,1.0,2.8,2.3,17.8
1988,6,CLE,Mike Sanders,27,5,5,26.8,5.6,10.4,0.54,0.0,0.2,0.0,5.6,10.2,0.55,0.54,1.6,2.0,0.8,2.2,2.8,5.0,1.4,0.6,0.4,2.2,4.2,12.8
1988,6,CLE,Hot Rod Williams,25,5,0,26.6,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,0.5,1.2,2.6,0.46,2.6,3.2,5.8,0.8,0.6,1.4,0.8,2.6,9.2
1988,6,CLE,Craig Ehlo,26,5,1,25.6,3.4,8.0,0.42,0.0,1.6,0.0,3.4,6.4,0.53,0.42,2.0,3.2,0.62,0.6,3.0,3.6,3.4,1.0,0.0,2.4,2.8,8.8
1988,6,CLE,Dell Curry,23,2,0,8.5,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.33,0.25,0.0,0.0,,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0
1988,6,CLE,Phil Hubbard,31,3,0,7.0,0.3,2.0,0.17,0.0,0.0,,0.3,2.0,0.17,0.17,0.0,0.3,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.3,0.3,0.7
1988,6,CLE,Chris Dudley,22,4,0,6.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.3,0.5,0.5,1.0,0.5,1.5,0.5,0.0,0.0,0.3,0.8,1.3
