Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1988,7,DAL,Dallas Mavericks,Rolando Blackman,28,17,17,39.5,7.4,15.4,0.48,0.0,0.2,0.0,7.4,15.2,0.49,0.48,3.2,3.6,0.89,1.5,1.7,3.2,4.5,0.9,0.2,1.5,1.6,18.1
1988,7,DAL,Dallas Mavericks,Derek Harper,26,17,17,35.4,5.2,11.9,0.44,0.5,2.1,0.25,4.7,9.8,0.48,0.46,2.5,3.5,0.73,0.6,1.9,2.5,7.1,1.9,0.3,1.9,2.6,13.5
1988,7,DAL,Dallas Mavericks,Sam Perkins,26,17,17,33.6,5.2,11.5,0.45,0.1,0.4,0.14,5.1,11.1,0.46,0.45,3.1,3.9,0.8,2.3,4.3,6.6,1.8,1.5,1.0,1.8,3.0,13.5
1988,7,DAL,Dallas Mavericks,Roy Tarpley,23,17,0,33.1,7.4,14.2,0.52,0.0,0.2,0.0,7.4,14.0,0.52,0.52,3.2,4.3,0.74,5.2,7.7,12.9,1.8,1.2,1.5,1.9,4.1,17.9
1988,7,DAL,Dallas Mavericks,Mark Aguirre,28,17,17,32.8,8.6,17.3,0.5,0.8,2.0,0.38,7.9,15.3,0.52,0.52,3.5,5.1,0.7,2.0,3.9,5.9,3.3,0.8,0.5,2.4,2.9,21.6
1988,7,DAL,Dallas Mavericks,James Donaldson,30,17,17,29.4,4.0,6.1,0.65,0.0,0.0,,4.0,6.1,0.65,0.65,1.3,2.2,0.6,2.8,5.8,8.6,0.7,0.4,0.9,1.7,2.4,9.3
1988,7,DAL,Dallas Mavericks,Detlef Schrempf,25,15,0,18.3,2.7,5.7,0.46,0.1,0.2,0.33,2.6,5.5,0.47,0.47,2.4,3.4,0.71,1.7,2.0,3.7,1.6,0.5,0.5,1.4,1.9,7.8
1988,7,DAL,Dallas Mavericks,Brad Davis,32,17,0,17.4,2.5,4.1,0.6,0.1,0.3,0.2,2.4,3.8,0.63,0.61,1.4,1.5,0.92,0.1,1.1,1.2,3.2,0.2,0.3,1.7,2.0,6.4
1988,7,DAL,Dallas Mavericks,Jim Farmer,23,3,0,3.7,0.7,2.0,0.33,0.0,0.0,,0.7,2.0,0.33,0.33,0.0,0.0,,1.0,0.3,1.3,0.3,0.0,0.0,0.7,0.7,1.3
1988,7,DAL,Dallas Mavericks,Steve Alford,23,4,0,3.0,0.8,2.0,0.38,0.0,0.5,0.0,0.8,1.5,0.5,0.38,0.0,0.0,,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.0,1.5
1988,7,DAL,Dallas Mavericks,Uwe Blab,25,3,0,2.7,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.7,0.7,1.0,0.3,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.7
1988,7,DAL,Dallas Mavericks,Bill Wennington,24,6,0,2.3,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.0,,0.5,0.2,0.7,0.2,0.2,0.0,0.2,0.8,0.0
