Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2196,Chuma Okeke,1998-08-18,27,2,21.7,1.6,4.5,0.36,0.8,2.4,0.33,0.8,2.1,0.38,1.69,0.3,0.5,0.6,0.9,2.7,3.5,1.9,0.8,0.4,0.7,1.0,4.4
