Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2011,9,2029,DET,Detroit Pistons,Greg Monroe,"June 4, 1990",20.0,NBA,C,80.0,48.0,2222.0,303.0,550.0,0.55,0.0,1.0,0.0,303.0,549.0,0.55,0.55,145.0,233.0,0.62,248.0,353.0,601.0,105.0,93.0,45.0,81.0,196.0,751.0,0.0
2012,9,2029,DET,Detroit Pistons,Greg Monroe,"June 4, 1990",21.0,NBA,C,66.0,66.0,2082.0,407.0,781.0,0.52,0.0,1.0,0.0,407.0,780.0,0.52,0.52,201.0,272.0,0.74,239.0,398.0,637.0,152.0,83.0,46.0,161.0,180.0,1015.0,0.0
2013,9,2029,DET,Detroit Pistons,Greg Monroe,"June 4, 1990",22.0,NBA,C,81.0,81.0,2687.0,514.0,1058.0,0.49,0.0,4.0,0.0,514.0,1054.0,0.49,0.49,270.0,392.0,0.69,236.0,541.0,777.0,281.0,105.0,55.0,234.0,190.0,1298.0,1.0
2014,9,2029,DET,Detroit Pistons,Greg Monroe,"June 4, 1990",23.0,NBA,PF,82.0,82.0,2690.0,504.0,1015.0,0.5,0.0,1.0,0.0,504.0,1014.0,0.5,0.5,241.0,367.0,0.66,256.0,504.0,760.0,171.0,91.0,47.0,166.0,205.0,1249.0,0.0
2015,9,2029,DET,Detroit Pistons,Greg Monroe,"June 4, 1990",24.0,NBA,PF,69.0,57.0,2137.0,423.0,853.0,0.5,0.0,0.0,,423.0,853.0,0.5,0.5,252.0,336.0,0.75,229.0,475.0,704.0,142.0,78.0,34.0,149.0,148.0,1098.0,0.0
2016,17,2029,MIL,Milwaukee Bucks,Greg Monroe,"June 4, 1990",25.0,NBA,C,79.0,67.0,2314.0,491.0,941.0,0.52,0.0,1.0,0.0,491.0,940.0,0.52,0.52,228.0,308.0,0.74,218.0,478.0,696.0,178.0,72.0,67.0,129.0,163.0,1210.0,0.0
2017,17,2029,MIL,Milwaukee Bucks,Greg Monroe,"June 4, 1990",26.0,NBA,C,81.0,0.0,1823.0,387.0,726.0,0.53,0.0,4.0,0.0,387.0,722.0,0.54,0.53,177.0,239.0,0.74,167.0,365.0,532.0,187.0,92.0,38.0,140.0,168.0,951.0,0.0
2018,31,2029,TOT,Total After Trade,Greg Monroe,"June 4, 1990",27.0,NBA,C,51.0,14.0,1040.0,218.0,386.0,0.56,0.0,0.0,,218.0,386.0,0.56,0.56,88.0,119.0,0.74,109.0,241.0,350.0,114.0,44.0,23.0,94.0,95.0,524.0,1.0
2018,17,2029,MIL,Milwaukee Bucks,Greg Monroe,"June 4, 1990",27.0,NBA,C,5.0,0.0,79.0,16.0,33.0,0.48,0.0,0.0,,16.0,33.0,0.48,0.48,2.0,4.0,0.5,6.0,19.0,25.0,5.0,0.0,0.0,6.0,7.0,34.0,0.0
2018,24,2029,PHO,Phoenix Suns,Greg Monroe,"June 4, 1990",27.0,NBA,C,20.0,14.0,465.0,97.0,155.0,0.63,0.0,0.0,,97.0,155.0,0.63,0.63,31.0,46.0,0.67,50.0,110.0,160.0,50.0,16.0,6.0,40.0,40.0,225.0,0.0
2018,2,2029,BOS,Boston Celtics,Greg Monroe,"June 4, 1990",27.0,NBA,C,26.0,0.0,496.0,105.0,198.0,0.53,0.0,0.0,,105.0,198.0,0.53,0.53,55.0,69.0,0.8,53.0,112.0,165.0,59.0,28.0,17.0,48.0,48.0,265.0,1.0
2019,31,2029,TOT,Total After Trade,Greg Monroe,"June 4, 1990",28.0,NBA,C,43.0,2.0,480.0,92.0,189.0,0.49,1.0,5.0,0.2,91.0,184.0,0.5,0.49,45.0,72.0,0.62,67.0,105.0,172.0,24.0,14.0,8.0,32.0,66.0,230.0,0.0
2019,28,2029,TOR,Toronto Raptors,Greg Monroe,"June 4, 1990",28.0,NBA,C,38.0,2.0,423.0,74.0,161.0,0.46,0.0,4.0,0.0,74.0,157.0,0.47,0.46,35.0,61.0,0.57,60.0,96.0,156.0,16.0,13.0,8.0,31.0,61.0,183.0,0.0
2019,2,2029,BOS,Boston Celtics,Greg Monroe,"June 4, 1990",28.0,NBA,C,2.0,0.0,5.0,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,0.0,0.0,,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
2019,23,2029,PHI,Philadelphia 76Ers,Greg Monroe,"June 4, 1990",28.0,NBA,C,3.0,0.0,52.0,15.0,23.0,0.65,1.0,1.0,1.0,14.0,22.0,0.64,0.67,10.0,11.0,0.91,4.0,9.0,13.0,7.0,1.0,0.0,1.0,5.0,41.0,0.0
