Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,29.0,354,UTA,Utah Jazz,Allan Bristow,1951-08-23,28.0,NBA,SF,82.0,,2304.0,377.0,785.0,0.48,2.0,7.0,0.29,375.0,778.0,0.48,0.48,197.0,243.0,0.81,170.0,342.0,512.0,341.0,88.0,6.0,179.0,211.0,953.0
1981,29.0,354,UTA,Utah Jazz,Allan Bristow,1951-08-23,29.0,NBA,SF,82.0,,2001.0,271.0,611.0,0.44,5.0,18.0,0.28,266.0,593.0,0.45,0.45,166.0,198.0,0.84,103.0,327.0,430.0,383.0,63.0,3.0,171.0,190.0,713.0
1982,7.0,354,DAL,Dallas Mavericks,Allan Bristow,1951-08-23,30.0,NBA,SF,82.0,54.0,2035.0,218.0,499.0,0.44,3.0,18.0,0.17,215.0,481.0,0.45,0.44,134.0,164.0,0.82,119.0,220.0,339.0,448.0,65.0,6.0,165.0,222.0,573.0
1983,7.0,354,DAL,Dallas Mavericks,Allan Bristow,1951-08-23,31.0,NBA,SF,37.0,0.0,371.0,44.0,99.0,0.44,6.0,13.0,0.46,38.0,86.0,0.44,0.48,10.0,14.0,0.71,24.0,35.0,59.0,70.0,6.0,1.0,31.0,46.0,104.0
