Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
752,28.0,21.0,547.0,3.25,5.35,0.61,0.0,0.0,0,3.25,5.35,0.61,1.3,2.5,0.52,5.6,9.2,14.8,0.5,1.5,3.7,1.5,9.2,7.75,122.0,104.5
