NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Trevor Ariza,SF,6-8,215,1985-06-30,US,4,UCLA
12,Shannon Brown,SG,6-4,205,1985-11-29,US,2,Michigan State
24,Kobe Bryant,SG,6-6,212,1978-08-23,US,12,
17,Andrew Bynum,C,7-0,285,1987-10-27,US,3,
5,Jordan Farmar,PG,6-2,180,1986-11-30,US,2,UCLA
2,Derek Fisher,PG,6-1,200,1974-08-09,US,12,Little Rock
16,Pau Gasol,C,7-0,250,1980-07-06,ES,7,
28,Didier Ilunga-Mbenga,C,7-0,245,1980-12-30,CD,4,
31,Chris Mihm,C,7-0,265,1979-07-16,US,7,Texas
6,Adam Morrison,SF,6-8,205,1984-07-19,US,1,Gonzaga
7,Lamar Odom,PF,6-10,220,1979-11-06,US,9,Rhode Island
21,Josh Powell,PF,6-9,225,1983-01-25,US,3,NC State
10,Vladimir Radmanović,SF,6-10,227,1980-11-19,BA,7,
18,Sasha Vujačić,SG,6-7,195,1984-03-08,SI,4,
4,Luke Walton,SF,6-8,235,1980-03-28,US,5,Arizona
9,Sun Yue,SG,6-9,205,1985-11-06,CN,R,
