NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
6,Alex Acker,SG,6-5,185,1983-01-21,US,1,Pepperdine
28,Arron Afflalo,SG,6-5,210,1985-10-15,US,1,UCLA
1,Chauncey Billups,PG,6-3,202,1976-09-25,US,11,Colorado
38,Kwame Brown,C,6-11,270,1982-03-10,US,7,
12,Will Bynum,PG,6-0,185,1983-01-04,US,1,"Arizona, Georgia Tech"
32,Richard Hamilton,SG,6-6,185,1978-02-14,US,9,UConn
5,Walter Herrmann,SF,6-9,225,1979-06-26,AR,2,
1,Allen Iverson,PG,6-0,165,1975-06-07,US,12,Georgetown
25,Amir Johnson,PF,6-9,240,1987-05-01,US,3,
54,Jason Maxiell,C,6-7,260,1983-02-18,US,3,Cincinnati
24,Antonio McDyess,PF,6-9,220,1974-09-07,US,12,Alabama
22,Tayshaun Prince,SF,6-9,212,1980-02-28,US,6,Kentucky
42,Walter Sharpe,PF,6-9,245,1986-07-18,US,R,"Mississippi State, UAB"
3,Rodney Stuckey,PG,6-5,210,1986-04-21,US,1,Eastern Washington
30,Rasheed Wallace,C,6-10,225,1974-09-17,US,13,UNC
