NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Rafer Alston,PG,6-2,171,1976-07-24,US,9,Fresno State
4,Tony Battie,PF,6-11,230,1976-02-11,US,10,Texas Tech
10,Keith Bogans,SG,6-5,215,1980-05-12,US,5,Kentucky
34,Brian Cook,PF,6-9,234,1980-12-04,US,5,Illinois
31,Adonal Foyle,C,6-10,250,1975-03-09,VC,11,Colgate
13,Marcin Gortat,PF,6-11,240,1984-02-17,PL,1,
12,Dwight Howard,C,6-10,265,1985-12-08,US,4,
8,Anthony Johnson,PG,6-3,190,1974-10-02,US,11,College of Charleston
11,Courtney Lee,SG,6-5,215,1985-10-03,US,R,Western Kentucky
9,Rashard Lewis,PF,6-10,215,1979-08-08,US,10,
10,Tyronn Lue,PG,6-0,175,1977-05-03,US,10,Nebraska
14,Jameer Nelson,PG,6-0,190,1982-02-09,US,4,Saint Joseph's
20,Mickaël Piétrus,SG,6-6,215,1982-02-07,GP,5,
7,J.J. Redick,SG,6-3,200,1984-06-24,US,2,Duke
32,Jeremy Richardson,SF,6-6,185,1984-02-11,US,2,Delta State University
15,Hedo Türkoğlu,SF,6-10,220,1979-03-19,TR,8,
