Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
662,79.0,0.0,725.33,6.37,15.03,0.42,0.0,0.13,0,6.37,14.9,0.43,2.3,3.3,0.7,1.23,3.8,5.03,3.7,0.93,0.63,2.5,3.87,15.1
